date,open,high,low,close,adj_close,volume,adjustment_factor,adjusted_open,adjusted_high,adjusted_low,adjusted_close,total_return_index,cash_dividend,split_ratio,split_adjusted_open,split_adjusted_high,split_adjusted_low,split_adjusted_close,gross_return,trading_value,nav,issuer_market_price,official_close,official_close_source,close_difference,margin_balance,short_balance,institutional_net,foreign_net,trust_net,dealer_net,institutional_available,outstanding_units,distribution_yield_ttm,feature_available_date,ret_1,ret_5,ret_20,ret_60,ma_gap_20,ma_gap_60,rsi_14,bollinger_z_20,drawdown_60,volatility_20,volume_z_20,premium_discount,dividend_yield_ttm,margin_change_5,short_change_5,institutional_net_ratio,institutional_data_available,fund_flow_5,trading_day,month_progress,weekday_sin,weekday_cos,month,days_in_month,oracle_adjusted_open,oracle_date,regret,is_oracle,near_optimal,remaining_min_adjusted_open,previous_adjusted_close,remaining_min_log_ratio,tsm_lead_ret,sox_lead_ret,usd_twd_up,usd_twd_up_streak3,tsm_dump,sox_dump,tsm_dump_1pct,tsm_not_dump,fx_not_depreciating,fx_not_up,near_probability,predicted_remaining_log_ratio,reservation_adjusted,reservation_raw,training_through,feature_set,analysis_signature,forced,strategy
2015-03-10,61.02,61.07,60.5,60.51,47.28,466800,0.78135845314824,47.67849281110561,47.71756073376302,47.272186415468525,47.28,139.59255978742252,0.0,1.0,61.02,61.07,60.5,60.51,0.9817275747508306,28246068.0,60.51,60.51,60.51,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0241164744314636,2015-03-11,0.0020807324178111,-0.01994301994302,0.0156052298608182,0.0177514792899406,-0.007665045743015,0.0174791194242172,42.46031746031738,-0.7058988740773532,-0.01994301994302,0.0876716757895843,-0.8098789821072248,0.0,0.0236782065203288,,,0.0,0.0,0.0,7,0.3225806451612903,0.9510565162951536,0.3090169943749474,2015-03,22,47.4194053518335,2015-03-11,0.0054637433208997,False,False,47.4194053518335,48.16,-0.0154972604707499,-0.0262716601453325,0.0036635692428623,1.0,0.0,True,False,True,False,True,False,0.6288556271015234,-0.0114728442242303,47.84867841983632,61.237807343153456,2015-02,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2015-04-30,63.66,63.67,63.0,63.16,49.6,380500,0.7853071564281191,49.99265357821406,50.000506649778345,49.47435085497151,49.6,146.4422793032182,0.0,1.0,63.66,63.67,63.0,63.16,0.9896249002394256,24032380.0,63.16,63.16,63.16,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0227893041142408,2015-05-01,-0.0061471346420781,0.0030018010806482,0.0361794500723589,0.0702541106128549,0.0094865959032408,0.0273860282059692,60.92715231788085,0.8903941685868274,-0.0061471346420781,0.0770495359100363,0.7077404157024986,0.0,0.0225536265724765,,,0.0,0.0,0.0,21,1.0,-0.587785252292473,-0.8090169943749475,2015-04,21,48.525653091027095,2015-04-01,0.0302314424173764,False,False,49.99265357821406,50.12,-0.0025440638304802,-0.0086160473882606,-0.0058169596690795,0.0,0.0,True,True,False,False,True,True,0.3215658741543005,-0.0003976063744795,50.35057630939094,64.11577418752282,2015-03,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2015-05-29,63.76,63.79,63.22,63.37,49.77,334100,0.7853874072905161,50.07630108884331,50.09986271106202,49.65219188890643,49.77,146.94419840566874,0.0,1.0,63.76,63.79,63.22,63.37,0.9930167597765364,21171917.0,63.37,63.37,63.37,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0227137833021217,2015-06-01,-0.0033803937164447,-0.0075247524752474,0.0,0.0253682487725039,-0.000129671930017,0.0151468607481271,58.97435897435889,-0.0167365343053941,-0.0112448214637996,0.1120498918828974,0.2903980356147275,0.0,0.0225536265724765,,,0.0,0.0,0.0,20,0.935483870967742,-0.9510565162951536,0.3090169943749472,2015-05,20,49.32508568708347,2015-05-07,0.0152298853878434,False,False,50.07630108884331,50.12,-0.0008722660108705,-0.0060207991242473,0.0012393076042298,0.0,0.0,True,False,False,False,True,True,0.3954661064373842,-0.0019943422295353,50.27024389076931,64.00693902668375,2015-04,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2015-06-12,62.96,63.09,62.8,62.99,49.47,212400,0.7853627559930147,49.44643911732021,49.5485362755993,49.32078107636132,49.47,146.05845881310896,0.0,1.0,62.96,63.09,62.8,62.99,0.9935730066278368,13379076.0,62.99,62.99,62.99,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0228508088245031,2015-06-15,0.001810865191147,0.0048435923309788,-0.0043991201759646,0.0355657237936775,-0.0039908380759958,0.0030958504858671,38.86138613861394,-0.3814352011623722,-0.0177549812586308,0.1040719284436859,-1.0271753005532565,0.0,0.0227030354551333,,,0.0,0.0,0.0,10,0.4,-0.9510565162951536,0.3090169943749472,2015-06,22,48.97282594733461,2015-06-09,0.0096709381340363,False,False,49.015933029908965,49.79,-0.0156687515220873,0.0075014425851127,-0.0005687019724249,1.0,0.0,False,True,False,True,True,False,0.5429020811063392,-0.0095276701254648,49.56445937542731,63.11027483440805,2015-05,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2015-07-06,61.09,61.53,60.96,61.2,48.41,448400,0.7910130718954247,48.322988562091496,48.671034313725485,48.22015686274509,48.41,142.92884558606437,0.0,1.0,61.09,61.53,60.96,61.2,0.98937257306356,27442080.0,61.2,61.2,61.2,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0233737239701989,2015-07-07,0.0002044153720361,-0.0166800643086814,-0.0125126135216949,-0.008309687880016,-0.0098549082299611,-0.0175224887556221,43.21608040201019,-1.0275290665904997,-0.0347208522391002,0.1323940131451165,-0.5109113607214045,0.0,0.0231243437920494,,,0.0,0.0,0.0,3,0.1935483870967742,0.0,1.0,2015-07,22,47.86492300049677,2015-07-09,0.0095699634070229,False,False,47.86492300049677,48.93,-0.0220077655847413,0.0096755833807624,0.0049550672159266,0.0,0.0,False,False,False,True,True,True,0.6962174135818042,-0.0108617644123842,48.64341682424551,61.49508592530109,2015-06,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2015-08-12,60.72,61.14,60.25,61.11,48.34,247200,0.7910325642284406,48.031497299950914,48.36373097692686,47.65971199476355,48.34,142.7221730144671,0.0,1.0,60.72,61.14,60.25,61.11,0.9975237309120925,15106392.0,61.11,61.11,61.11,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0234081477168413,2015-08-13,-0.0126324368378158,-0.0051324163416136,-0.0186310247063591,-0.042292490118577,-0.0086533150584049,-0.0167825972278111,41.37931034482761,-0.9720645342186448,-0.0439928980074966,0.10450950787748,-0.6189212378197331,0.0,0.0233508309986316,,,0.0,0.0,0.0,8,0.3870967741935484,0.5877852522924732,-0.8090169943749473,2015-08,21,43.27074053956184,2015-08-24,0.11002253950418,False,False,43.27074053956184,48.46,-0.1132620469101956,-0.0362318840579708,-0.0226767792844556,1.0,0.0,True,True,True,False,True,False,0.6595948943668147,-0.009961695812115,48.21955099356941,60.9577319242248,2015-07,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2015-09-24,55.65,55.93,55.2,55.85,44.18,293900,0.7910474485228289,44.02179051029543,44.24328379588182,43.66581915846016,44.18,130.43991733097138,0.0,1.0,55.65,55.93,55.2,55.85,0.9970661250282102,16414315.0,55.85,55.85,55.85,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0204328042367016,2015-09-25,-0.004493372275893,-0.039453717754173,0.014190890363928,-0.0871446229913474,-0.0197227968098403,-0.0627610932691256,44.51718494271682,-1.5347377203305266,-0.1073730862207897,0.2473236471600356,-0.1188124383610716,0.0,0.0255350215454512,,,0.0,0.0,0.0,17,0.8,-0.587785252292473,-0.8090169943749475,2015-09,21,43.26564201618837,2015-09-29,0.0174768813975796,False,False,43.26564201618837,44.31,-0.0238515521043907,0.0026160889470243,-0.0072597721238193,1.0,1.0,False,True,False,True,False,False,0.5453951377935919,-0.0085414843835967,44.15280428906034,55.81562063250386,2015-08,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2015-10-30,59.61,59.73,59.34,59.34,47.17,303700,0.7949106841927873,47.38462588473205,47.48001516683519,47.17,47.17,139.26778860348392,0.0,1.0,59.61,59.73,59.34,59.34,0.996408956485002,18021558.0,59.34,59.34,59.34,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0239114917930306,2015-11-02,-0.0046257359125314,0.0036039855840577,0.0720108695652175,-0.0305140282613146,0.0139759036144579,0.0274812529165144,57.28900255754482,0.9794948523491483,-0.0354523227383862,0.1357347574026254,-1.1210439313247622,0.0,0.0238271691519468,,,0.0,0.0,0.0,22,0.967741935483871,-0.9510565162951536,0.3090169943749472,2015-10,22,43.84068531963874,2015-10-02,0.0808367966708263,False,False,47.38462588473205,47.34,0.0009422235794918,-0.0118203309692672,-0.0299316312517534,1.0,1.0,True,True,True,False,False,False,0.2522686392429718,-0.0021946189187688,47.47240176339046,59.72042231587004,2015-09,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2015-11-30,59.44,59.5,59.27,59.29,47.13,1045700,0.7949063923089897,47.24923595884635,47.29693034238489,47.11410187215383,47.13,139.14968999114262,0.0,1.0,59.44,59.5,59.27,59.29,0.9974603174603176,61999553.0,59.29,59.29,59.29,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0239316566537095,2015-12-01,-0.0006345177664975,0.0,-0.0019011406844108,0.0504668741662959,0.0024929719408053,0.0228822548871039,46.62756598240465,0.2412223785539433,-0.0141873565616524,0.1096557088326607,1.9252057537088727,0.0,0.0238752805485182,,,0.0,0.0,0.0,20,1.0,0.0,1.0,2015-11,20,45.93756923076924,2015-11-16,0.0285532462871054,False,False,47.24923595884635,47.25,-1.6170313884856782e-05,-0.0052053209947946,0.0066357399150265,1.0,0.0,True,False,False,False,True,False,0.390281830205242,-0.0003566201399346,47.46931846612245,59.71686594221091,2015-10,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2015-12-08,58.28,58.53,58.01,58.35,46.39,2240400,0.7950299914310197,46.33434790059983,46.53310539845759,46.11968980291345,46.39,136.96486566282846,0.0,1.0,58.28,58.53,58.01,58.35,0.9899701237729408,130727340.0,58.35,58.35,58.35,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0243171880548146,2015-12-09,-0.0088832487309645,-0.0057288351368556,-0.0130581297388374,0.0342087839329066,-0.0025224304735144,0.009848501174493,54.38596491228067,-0.2984377806414667,-0.0223242228249531,0.1321014887688272,1.5840446355555204,0.0,0.0240696848685061,,,0.0,0.0,0.0,6,0.2580645161290322,0.9510565162951536,0.3090169943749474,2015-12,22,45.31795051763468,2015-12-14,0.0224281409762703,False,False,45.31795051763468,46.86,-0.0334612204129606,-0.0027995520716685,-0.0095879911495466,1.0,0.0,True,True,False,False,True,False,0.6355702851008519,-0.0105873418483645,46.59832669910268,58.61203627705629,2015-11,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2016-01-04,56.59,56.65,56.04,56.65,45.33,1618600,0.8001765225066196,45.28198940864961,45.33,44.84189232127096,45.33,133.8352524357839,0.0,1.0,56.59,56.65,56.04,56.65,0.9832971800433838,91693690.0,56.65,56.65,56.65,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0249044639611006,2016-01-05,-0.0086021505376343,-0.0111540111540112,-0.0218544451517082,0.0080909687294989,-0.0019052567766519,-0.0141286836515019,50.07923930269416,-0.156756938333153,-0.0381806801585646,0.1682272008349003,-0.2037250361375042,0.0,0.0244852114438797,,,0.0,0.0,0.0,1,0.1290322580645161,0.0,1.0,2016-01,19,41.31599767756919,2016-01-20,0.0959916728147554,False,False,41.31599767756919,46.1,-0.109563172069632,-0.0057045065601826,-0.0142627919415225,0.0,0.0,True,True,False,False,True,True,0.6563155842884432,-0.0161177990730337,45.58974005637469,56.97460344570099,2015-12,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2016-02-08,52.11,52.15,51.23,51.84,41.48,1730200,0.8001543209876542,41.69604166666666,41.72804783950616,40.99190586419752,41.48,122.46826099793329,0.0,1.0,52.11,52.15,51.23,51.84,0.9838709677419356,89693568.0,51.84,51.84,51.84,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0272152369482321,2016-02-09,-0.0172494172494169,-0.0285714285714283,-0.0334708849151764,-0.1035509249415266,-0.0092355415599367,-0.0650433548444325,51.856946354883085,-0.6568903674648257,-0.1148435859752254,0.2434781980909034,-1.8062380065907973,0.0,0.0267761982045236,,,0.0,0.0,0.0,6,0.2758620689655172,0.0,1.0,2016-02,20,40.76403070261759,2016-02-11,0.0228635625080426,False,False,40.76403070261759,42.16,-0.0336718120872359,-0.0207865168539326,-0.0353287698282104,0.0,0.0,True,True,True,False,True,True,0.6353160377026092,-0.0123567858980183,41.85045461527963,52.30297895988661,2016-01,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2016-03-31,57.68,57.86,57.6,57.69,46.34,5020200,0.8032587970185475,46.33196741202982,46.47655399549316,46.267706708268335,46.34,136.81724239740183,0.0,1.0,57.68,57.86,57.6,57.69,0.9993530299762778,289615338.0,57.69,57.69,57.69,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0229246117839599,2016-04-01,0.0062934027777776,0.0084819486733362,0.0536241763235625,0.0058568329718005,0.0223001201538852,0.0635321100917432,71.92982456140356,1.6457432017823823,0.0,0.1238120080360211,-0.1309030981358548,0.0,0.0229126967050701,,,0.0,0.0,0.0,22,1.0,-0.587785252292473,-0.8090169943749475,2016-03,22,43.369854545454544,2016-03-01,0.0682988886548092,False,False,46.33196741202982,46.37,-0.0008205346912435,0.0190954773869347,0.0098644198534427,0.0,0.0,False,False,False,True,True,True,0.1841947690793545,4.6210819739730895e-05,46.604003559448365,58.01866563108709,2016-02,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2016-04-29,58.5,58.57,57.98,58.27,46.81,379600,0.8033293289857559,46.99476574566672,47.05099879869572,46.57703449459412,46.81,138.20490109241217,0.0,1.0,58.5,58.57,57.98,58.27,0.9938428874734608,22119292.0,58.27,58.27,58.27,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0226964279014355,2016-05-02,-0.0075853350189634,-0.0065387049145749,0.0164005179110919,0.1103253182461101,0.0082846316871105,0.048818687232321,71.24999999999997,0.517890412701594,-0.0121644295302014,0.1247107323504432,-0.4843656835002323,0.0,0.0225570672661888,,,0.0,0.0,0.0,21,0.9666666666666668,-0.9510565162951536,0.3090169943749472,2016-04,21,45.517988124345095,2016-04-06,0.0324438245663976,False,False,46.99476574566672,47.1,-0.0022367726275649,-0.0434108527131782,-0.0272583154742681,0.0,0.0,True,True,True,False,True,True,0.3124680014693399,-0.0025883449320825,47.21313782453984,58.77183381832806,2016-03,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2016-05-31,58.83,58.94,58.47,58.65,47.11,722700,0.8032395566922421,47.2545831202046,47.34293947144075,46.9654168797954,47.11,139.09064068497196,0.0,1.0,58.83,58.94,58.47,58.65,0.9993635977938056,42386355.0,58.65,58.65,58.65,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0225493751716393,2016-06-01,0.0014871468026345,0.0216731686172519,0.0070497756889553,0.0555306762203315,0.0160139664202427,0.0197724224462425,62.06896551724146,1.7513115780993662,-0.0113255033557047,0.1250449573913496,-0.0374709880984482,0.0,0.022534006710115,,,0.0,0.0,0.0,21,1.0,0.9510565162951536,0.3090169943749474,2016-05,21,45.79213483146067,2016-05-19,0.0319366697824095,False,False,47.2545831202046,47.14,0.0024277489808446,0.0,0.0059718326151709,1.0,0.0,False,False,False,True,True,False,0.205190358948547,0.0002808613670851,47.38900787261478,58.99735325257603,2016-04,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2016-06-16,56.62,57.29,56.32,57.27,46.38,944800,0.8098480880041907,45.85359874279728,46.39619696176008,45.61064431639602,46.38,136.93534100974315,0.0,1.0,56.62,57.29,56.32,57.27,1.0006472491909386,54108696.0,57.27,57.27,57.27,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0311272836046766,2016-06-17,0.0043336944745395,-0.0373831775700934,0.0069519878340211,0.0062961354754667,-0.0122746451860374,-0.0057381884485442,40.11799410029496,-0.8290353279082113,-0.0373831775700934,0.1138537202588901,4.1032244188116405,0.0,0.0311435976946161,,,0.0,0.0,0.0,12,0.5333333333333333,-0.587785252292473,-0.8090169943749475,2016-06,22,45.21500725689405,2016-06-27,0.0141234409689465,False,False,45.21500725689405,46.35,-0.0247922413219428,0.010719754977029,-0.0008771046917911,1.0,0.0,False,True,False,True,True,False,0.6572409292995623,-0.0113023665535877,46.05823006689352,56.8726786531046,2016-05,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2016-07-29,60.19,60.55,60.11,60.48,48.98,320100,0.8098544973544973,48.7451421957672,49.036689814814814,48.68035383597884,48.98,144.61175081192798,0.0,1.0,60.19,60.55,60.11,60.48,1.0059560484699115,19359648.0,60.48,60.48,60.48,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0220252852333885,2016-08-01,0.0008221993833505,0.0061996280223186,0.0486754253715271,0.0464216634429399,0.0150093808630393,0.0339848091230206,74.46043165467658,0.9804315680951572,0.0,0.1049371689789376,-1.035549124801722,0.0,0.0221534882906259,,,0.0,0.0,0.0,20,0.935483870967742,-0.9510565162951536,0.3090169943749472,2016-07,20,46.35745580589254,2016-07-06,0.0515059842773157,False,False,48.7451421957672,48.69,0.0011318750178142,0.0013428827215757,-0.0056908365916921,0.0,0.0,False,True,False,True,True,True,0.242723943147927,-0.0022575561248274,48.823104592583896,60.28626716536289,2016-06,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2016-08-31,60.84,60.86,60.45,60.69,49.15,293600,0.8098533531059483,49.2714780029659,49.287675070028016,48.95563519525458,49.15,145.1136699143785,0.0,1.0,60.84,60.86,60.45,60.69,0.996149169031212,17818584.0,60.69,60.69,60.69,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0219490731737574,2016-09-01,-0.0020226537216828,-0.00664384940608,0.0177392739273927,0.0339480301760268,-0.0006278989690303,0.0250728014986201,51.23966942148764,-0.0977286040681643,-0.008838891120932,0.0613560990458133,-0.5165042076484082,0.0,0.0218626169524919,,,0.0,0.0,0.0,23,1.0,0.5877852522924732,-0.8090169943749473,2016-08,23,48.306558333333335,2016-08-03,0.0199749206510275,False,False,49.2714780029659,49.34,-0.0013897369647066,-0.0030674846625766,-0.0019287723053184,0.0,0.0,True,True,False,False,True,True,0.3666191791352414,-6.364365827480356e-05,49.58354422143394,61.225336699874376,2016-07,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2016-09-13,60.02,60.02,59.19,59.42,48.37,757400,0.8140356782228205,48.858421406933694,48.858421406933694,48.18277179400874,48.37,142.81074697372307,0.3198284060367866,1.0,60.02,60.02,59.19,59.42,0.9813349563806044,45004708.0,59.42,59.42,59.42,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0278007010594433,2016-09-14,0.0116995073891625,-0.0094453376205786,-0.0050464271295922,0.0627425614489003,-0.0048455481526347,0.016970134626296,47.268408551068966,-0.7334615305451645,-0.0169525329078581,0.1152290312575123,1.931269245746057,0.0,0.0218841670924155,,,0.0,0.0,0.0,8,0.4333333333333333,0.9510565162951536,0.3090169943749474,2016-09,21,48.36627946127947,2016-09-14,0.010175311211362,False,False,48.36627946127947,49.29,-0.0189183551521206,0.0140783106027277,0.02027668961568,1.0,1.0,False,False,False,True,False,False,0.5864310885303742,-0.0101875507701684,49.03435679318988,60.2361273651301,2016-08,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2016-10-13,59.4,59.81,59.08,59.61,48.52,1295300,0.8139573896997149,48.349068948163065,48.68279147793995,48.08860258345916,48.52,143.25361677000296,0.0,1.0,59.4,59.81,59.08,59.61,0.9950779327317474,77212833.0,59.61,59.61,59.61,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0230528745273188,2016-10-14,0.0014376668720474,-0.016142050040355,0.0084798345398138,0.0097328639469869,-0.0094162341158187,-0.0086643602367874,36.879432624113534,-1.2420750791750206,-0.0275229357798167,0.1220293670108114,0.1107373521475198,0.0,0.0229412662867024,,,0.0,0.0,0.0,9,0.4193548387096774,-0.587785252292473,-0.8090169943749475,2016-10,21,48.349068948163065,2016-10-13,0.0,True,True,48.349068948163065,48.76,-0.0084633394004572,0.020057306590258,-0.0032993585262046,1.0,1.0,False,True,False,True,False,False,0.6340128493439701,-0.0105566626585023,48.48920439949831,59.57216558644051,2016-09,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2016-11-09,59.24,60.18,59.18,59.96,48.81,897400,0.8140426951300868,48.22388925950634,48.98908939292862,48.175046697798535,48.81,144.10983170947742,0.0,1.0,59.24,60.18,59.18,59.96,1.0020529665366456,53808104.0,59.96,59.96,59.96,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0229183097160352,2016-11-10,0.0043298969072165,0.0093244923331952,0.0004107619634421,-0.021494576134994,0.0030786338690911,-0.0074241117216737,44.66019417475718,0.3693838870077268,-0.028520143597926,0.0958225471119826,1.1139039866254967,0.0,0.0229642688932733,,,0.0,0.0,0.0,7,0.3,0.5877852522924732,-0.8090169943749473,2016-11,21,47.67836329395652,2016-11-04,0.0114417930453365,False,False,48.22388925950634,48.71,-0.010029821754194,0.0,0.0021916282223592,0.0,0.0,False,False,False,True,True,True,0.5119615368527819,-0.0120493839019498,48.367229377679735,59.416084275469714,2016-10,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,False,technical_calendar
2016-12-30,61.34,61.34,60.84,61.0,50.02,4117900,0.8200000000000001,50.29880000000001,50.29880000000001,49.8888,50.02,147.6823147328019,0.0,1.0,61.34,61.34,60.84,61.0,0.998004788507582,251191900.0,61.0,61.0,61.0,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.024108140693429,2017-01-03,0.0011985617259289,-0.0049632717887631,0.0201506208019539,0.0176649746192893,0.0001297055683597,0.0183473190157872,43.79844961240302,0.013324743788662,-0.0141620771046421,0.0878609955569957,4.193998825819644,0.0,0.0240608079564655,,,0.0,0.0,0.0,21,0.967741935483871,-0.9510565162951536,0.3090169943749472,2016-12,21,48.954878777814685,2016-12-02,0.0274522428762373,False,False,50.29880000000001,50.12,0.0035610899343997,0.0004319654427646,0.0001194237262374,0.0,0.0,False,False,False,True,True,True,0.4146213172481798,-0.0020956358040498,50.265152095961305,61.29896597068451,2016-11,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2017-01-31,62.64,62.86,62.54,62.83,51.52,794000,0.8199904504217731,51.36420181441986,51.54459971351265,51.28220276937769,51.52,152.11101269560083,0.0,1.0,62.64,62.86,62.54,62.83,1.0017499513902393,49887020.0,62.83,62.83,62.83,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0234059618382806,2017-02-01,-0.0071428571428572,0.0052775605942143,0.0261372705506783,0.0656858682138417,0.0052284387979477,0.0288743664977326,60.32388663967618,0.6094694771691659,-0.0103906099672888,0.0707577562683309,1.6602109188242034,0.0,0.0234470118351271,,,0.0,0.0,0.0,20,1.0,0.9510565162951536,0.3090169943749474,2017-01,20,50.389,2017-01-03,0.0193534663204242,False,False,51.36420181441986,51.43,-0.0012801927230347,-0.001610305958132,-0.0056325733169828,1.0,0.0,True,True,False,False,True,False,0.3346455590180354,0.0004503640450331,51.71043327653199,63.06223840769613,2016-12,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2017-02-28,64.7,64.75,64.44,64.52,52.91,1435600,0.8200557966522009,53.0576100433974,53.09861283323001,52.84439553626782,52.91,156.21493947446118,0.0,1.0,64.7,64.75,64.44,64.52,0.9962342308416492,92624912.0,64.52,64.52,64.52,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.02279287945287,2017-03-01,-0.000752587017874,0.0020754716981132,0.0252895752895752,0.0794715447154472,0.0132209016158879,0.0374532810689032,87.15083798882655,1.037080074650947,-0.0031906906906907,0.0524659623389416,3.3372343162638782,0.0,0.0227049032314215,,,0.0,0.0,0.0,19,1.0,0.9510565162951536,0.3090169943749474,2017-02,19,51.60800444162436,2017-02-02,0.0280887745507141,False,False,53.0576100433974,53.11,-0.0009869292684204,-0.012214342001576,0.0092044707429321,0.0,0.0,True,False,True,False,True,True,0.2937044493745799,-0.001829833291757,53.27797094557225,64.9687145229318,2017-01,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
2017-03-31,65.21,65.39,65.14,65.22,53.69,659300,0.8232137381171419,53.68176786261882,53.82994633547991,53.62414290095062,53.69,158.51786241511664,0.0,1.0,65.21,65.39,65.14,65.22,0.997584541062802,42999546.0,65.22,65.22,65.22,FinMind USStockPrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.023014674216623,2017-04-03,-0.0005571030640669,0.0095666854248734,0.0124153498871331,0.0672218917311122,0.00726156610271,0.0258006721770784,62.20472440944862,1.2147798516466777,-0.0009281603861147,0.0711393738739293,-0.6382495312933868,0.0,0.0229583519793232,,,0.0,0.0,0.0,23,1.0,-0.9510565162951536,0.3090169943749472,2017-03,23,52.86079665220086,2017-03-09,0.0155308141838943,False,False,53.68176786261882,53.82,-0.0025717198203439,0.0042016806722688,0.005285695834037,1.0,0.0,False,False,False,True,True,False,0.225034888478324,0.0001815895112867,54.09892290507621,65.71673965112815,2017-02,technical_calendar,ba5fee639dad4dc54839faefdc40c3d8ff99f8d74856e0890ae3c45c887d153a,True,technical_calendar
