date,open,high,low,close,volume,trading_value,price_change,transactions,cash_dividend,split_ratio,gross_return,total_return_index,adjusted_close,adjustment_factor,adjusted_open,adjusted_high,adjusted_low,split_adjusted_open,split_adjusted_high,split_adjusted_low,split_adjusted_close,nav,issuer_market_price,fund_size,outstanding_units,margin_balance,short_balance,institutional_net,foreign_net,trust_net,dealer_net,official_close,close_difference,institutional_available,distribution_yield_ttm,feature_available_date,official_close_source,ret_1,ret_5,ret_20,ret_60,ma_gap_20,ma_gap_60,rsi_14,bollinger_z_20,drawdown_60,volatility_20,volume_z_20,premium_discount,dividend_yield_ttm,margin_change_5,short_change_5,institutional_net_ratio,institutional_data_available,fund_flow_5,trading_day,month_progress,weekday_sin,weekday_cos,month,days_in_month,oracle_adjusted_open,oracle_date,regret,is_oracle,near_optimal,remaining_min_adjusted_open,previous_adjusted_close,remaining_min_log_ratio,near_probability,predicted_remaining_log_ratio,reservation_adjusted,reservation_raw,training_through,feature_set,analysis_signature,forced,strategy
2024-09-04,171.0,173.8,170.0,171.25,34040370,5856531211,-8.8,76198,0.0,1.0,0.9511246875867814,927.9298439713224,41.35900265087567,0.24151242423869,41.29862454481599,41.974859332684325,41.0571121205773,42.75,43.45,42.5,42.8125,171.11,171.25,372598069395.0,2177500000.0,1551,231,-24525667.0,-16871657.0,25000.0,-7679010.0,171.25,0.0,True,0.0233576642335766,2024-09-05,YUANTA_ETF_NAV_HISTORY,-0.004423555432679,-0.0022166805209198,0.0749253731343282,0.0388326970683785,0.0005418096442115,-0.0165267684104495,47.95321637426902,0.0304455400345219,-0.1074492930736787,0.2296076204787647,-0.4733095488811917,0.0012790568346126,0.0222160510969175,0.0015094339622641,0.125,-0.302783131873951,1.0,-0.0084244080145718,3,0.1333333333333333,0.5877852522924732,-0.8090169943749473,2024-09,20,41.15371709027279,2024-09-09,0.003521126760563,False,True,41.15371709027279,43.48431198417615,-0.0550859756996688,0.579151606922306,-0.0182237265859472,42.91253798385697,177.68252759305636,2024-08,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,False,technical_calendar
2024-10-30,192.95,194.05,191.5,191.8,14531256,2800185309,0.3,15214,0.0,1.0,1.0015665796344648,1039.2814252478806,46.32208296898074,0.2415124242386899,46.59982225685523,46.86548592351779,46.24962924170913,48.2375,48.5125,47.875,47.95,191.63,191.8,405579504870.0,2116500000.0,1300,209,6678941.0,6489767.0,277000.0,-87826.0,191.8,0.0,True,0.0208550573514077,2024-11-01,YUANTA_ETF_NAV_HISTORY,-0.0232083652129558,-0.0293968575772936,0.0116217643951397,0.0588885816975388,-0.0025522162612637,0.0464909764061365,57.74134790528227,-0.1037827017111191,-0.03331650681474,0.2178444615182305,2.040642998621488,-0.0069487658162207,0.02088772845953,0.2043996333638864,0.0049261083743843,-0.1664072622422054,1.0,-0.0226275686908334,19,0.967741935483871,0.5877852522924732,-0.8090169943749473,2024-10,19,44.4141348174951,2024-10-01,0.0492115280043496,False,False,46.59982225685523,46.24962924170912,0.0075432793629272,0.4284852212658316,-0.0008514112348768,46.44131988894179,192.29370925879667,2024-09,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,True,technical_calendar
2024-11-01,186.15,190.55,185.95,190.5,21072030,3965634116,-1.3,31562,0.0,1.0,0.9932221063607924,1032.2372862863465,46.00811681747044,0.2415124242386899,44.95753777203214,46.02019243868237,44.9092352871844,46.5375,47.6375,46.4875,47.625,190.5,190.5,404154217635.0,2121500000.0,1365,202,-9288703.0,-8184489.0,44000.0,-1148214.0,190.5,0.0,True,0.0209973753280839,2024-11-04,YUANTA_ETF_NAV_HISTORY,0.0015665796344648,-0.0214285714285714,0.0153520381154046,0.0423913043478254,-0.0017435657220186,0.0473863124411251,55.38461538461531,-0.0717573052977903,-0.0318021201413427,0.2176236032832576,0.105238538815186,0.0008871262328447,0.0208550573514077,0.1711711711711712,0.0195121951219512,0.4596258575308287,1.0,-0.0116740602381508,1,0.0333333333333333,-0.9510565162951536,0.3090169943749472,2024-11,21,44.6677228629457,2024-11-29,0.0064882400648826,False,False,44.6677228629457,46.32208296898074,-0.036367644170875,0.6283657385826219,-0.0129974669249863,45.95252856682772,190.26983274952445,2024-10,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,False,technical_calendar
2024-12-31,196.7,196.9,195.6,195.75,8290222,1625749078,-2.05,11738,0.0,1.0,0.9896359959555106,1060.6847705540806,47.27605704472357,0.24151242423869,47.50549384775032,47.55379633259807,47.23983018108777,49.175,49.225,48.9,48.9375,196.17,195.75,436088735742.0,2223000000.0,959,212,-2599392.0,-2314194.0,200000.0,-485198.0,195.75,0.0,True,0.020434227330779,2025-01-02,YUANTA_ETF_NAV_HISTORY,-0.0055304172951232,0.0027883396704688,0.0318205529473138,0.0773420479302831,0.0087590682493337,0.0208549272937625,58.83977900552485,0.9917943660709518,-0.0065293822199899,0.1344454041302949,0.3957926066105921,-0.0013631544403492,0.0202224469160768,-0.09284332688588,-0.0464135021097046,-0.4249124821986392,1.0,-0.0042639138240574,22,1.0,0.9510565162951536,0.3090169943749474,2024-12,22,45.52509196899306,2024-12-02,0.043501326259947,False,False,47.50549384775032,47.77115751441288,-0.0055766937935982,0.2297902718259569,-0.0004441934037029,47.98869230643786,198.700718845876,2024-11,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,True,technical_calendar
2025-01-22,200.3,201.7,200.3,201.3,13730665,2759777870,2.6,18273,0.0,1.0,1.0130850528434827,1105.7606074627022,49.28514390652272,0.2448342966046831,49.04030960991803,49.38307762516459,49.04030960991803,50.075,50.425,50.075,50.325,200.15,201.3,446925629918.0,2233000000.0,1342,59,6597016.0,4452720.0,-560000.0,2704296.0,201.3,0.0,True,0.0183805265772478,2025-02-03,YUANTA_ETF_NAV_HISTORY,0.0020171457387794,0.0298211180874814,0.0212066448563312,0.0256263273824413,0.0156686069627405,0.0325387890719754,58.85672911345776,1.130744049582882,-0.0145156032391812,0.1929702891501595,-0.2118248676838503,0.0027756749936915,0.0186210367388022,-0.0538745387453875,,-0.4167386639143082,1.0,0.0083239595050619,15,0.7096774193548387,0.5877852522924732,-0.8090169943749473,2025-01,15,47.02246899927294,2025-01-14,0.0429122641492154,False,False,49.04030960991803,48.64857473535054,0.0080200931140013,0.1954956164400668,-0.0087458940770028,48.466079395393486,197.9546169287234,2024-12,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,True,technical_calendar
2025-02-26,192.9,194.7,191.9,194.7,19951637,3853695188,1.05,37866,0.0,1.0,1.005422153369481,1069.5061613163844,47.66923754893182,0.2448342966046832,47.228535815043394,47.66923754893182,46.98370151843871,48.225,48.675,47.975,48.675,194.32,194.7,467814813289.0,2407500000.0,1900,92,-9973005.0,-12368881.0,1100000.0,1295876.0,194.7,0.0,True,0.0190035952747817,2025-02-27,YUANTA_ETF_NAV_HISTORY,-0.0129969418960242,-0.0202377940804451,-0.0134997452878246,0.0367760796816631,-0.0158685791967879,-0.0028290118307293,41.77545691906026,-1.591400481636842,-0.039561885089418,0.2036939313592027,1.1628774824497652,0.0031599668462496,0.0191066356829331,0.2583333333333333,-0.4025974025974026,-0.8446366421211206,1.0,0.0255754475703324,18,0.9285714285714286,0.5877852522924732,-0.8090169943749473,2025-02,19,47.081635237080576,2025-02-03,0.0031201248049923,False,True,47.228535815043394,47.41216153749691,-0.0038804860490778,0.5606400168351802,-0.0022927778197814,47.54009841133291,194.17254473989232,2025-01,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,False,technical_calendar
2025-03-03,188.8,189.0,186.8,188.05,65048097,12215218709,-4.45,167213,0.0,1.0,0.9768831168831168,1032.9770602750186,46.04108947651069,0.2448342966046832,46.224715198964205,46.27368205828514,45.73504660575484,47.2,47.25,46.7,47.0125,187.92,188.05,464631988289.0,2472500000.0,2386,58,-50602984.0,-35470879.0,1000000.0,-16132105.0,188.05,0.0,True,0.0196756181866524,2025-03-04,YUANTA_ETF_NAV_HISTORY,-0.0112994350282484,-0.0206054439074028,-0.0312028183190737,0.014545012017886,-0.0192706940251932,-0.0093483709778184,35.35108958837759,-1.796143368517685,-0.045265493827591,0.204043274427029,0.3580769386717485,0.0088041085840058,0.0192207792207792,0.3526244952893673,0.1052631578947369,-0.7372869314850105,1.0,0.0265822784810125,1,0.0967741935483871,0.0,1.0,2025-03,21,42.503233890573,2025-03-31,0.0875576036866363,False,False,42.503233890573,47.130602096401525,-0.1033423515015893,0.8620624272582279,-0.0157394278388818,46.62657370368315,190.44134890532845,2025-02,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,False,technical_calendar
2025-04-07,158.4,158.4,158.4,158.4,29578872,4685331802,-17.6,110835,0.0,1.0,0.9,870.1067075116347,38.78175258218182,0.2448342966046831,38.78175258218182,38.78175258218182,38.78175258218182,39.6,39.6,39.6,39.6,158.99,158.4,440556517729.0,2771000000.0,2779,439,-8251862.0,-4941377.0,0.0,-3310485.0,158.4,0.0,True,0.0233585858585858,2025-04-08,YUANTA_ETF_NAV_HISTORY,-0.001701644923426,-0.0460704607046068,-0.0700132100396302,-0.1000212634880218,-0.0319165027983663,-0.0778990969287489,41.02112676056336,-1.621872208967197,-0.1270998800709404,0.206887158494879,-0.5102732768289135,-0.001418439716312,0.0210227272727272,0.1207096027767065,3.261904761904762,-0.3554771926525233,1.0,0.0192663949610967,3,0.2333333333333333,0.0,1.0,2025-04,20,37.01894564662809,2025-04-08,0.0476190476190478,False,False,37.01894564662809,43.09083620242424,-0.1518805312927193,0.8034570325408156,-0.0202039856619087,42.44011032265605,173.34217840885725,2025-03,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,False,technical_calendar
2025-05-29,181.5,181.7,179.3,179.75,9749184,1754874194,0.4,16687,0.0,1.0,1.0022302759966546,987.384347697072,44.00896481469177,0.244834296604683,44.437424833749965,44.4863916930709,43.89878938121967,45.375,45.425,44.825,44.9375,178.48,179.75,539529995199.0,3023000000.0,2694,318,-2596478.0,-4715510.0,300000.0,1819032.0,179.75,0.0,True,0.0205841446453407,2025-06-02,YUANTA_ETF_NAV_HISTORY,0.00167550963418,-0.0231481481481483,0.0688319427890342,-0.0683116883116891,0.0095551709095,0.0259074767023377,65.51724137931024,0.3627553422828232,-0.0523117569352716,0.1790581678371738,-0.8330747319734896,0.0033005146565228,0.0206300529690549,0.1697866782760122,-0.2094594594594594,-0.2965543651578772,1.0,0.0253358272402652,20,0.935483870967742,-0.587785252292473,-0.8090169943749475,2025-05,20,41.60958870796589,2025-05-06,0.0679611650485432,False,False,44.437424833749965,43.9110310960499,0.0119164497266136,0.2357245499386776,-0.0024761124075645,44.021449133007465,179.8009908884859,2025-04,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,True,technical_calendar
2025-06-02,178.0,178.05,175.25,175.9,21228875,3738759521,-3.85,71584,0.0,1.0,0.9785813630041724,966.2359207783868,43.06635277276375,0.244834296604683,43.58050479563359,43.59274651046382,42.90721047997071,44.5,44.5125,43.8125,43.975,175.66,175.9,537156749081.0,3058000000.0,2611,246,-16128821.0,-15702913.0,0.0,-425908.0,175.9,0.0,True,0.0210346787947697,2025-06-03,YUANTA_ETF_NAV_HISTORY,0.0022302759966545,-0.0101872246696037,0.0661328588374847,-0.0441371975538431,0.0086414903765217,0.0290097748772768,62.499999999999886,0.365950093602554,-0.0501981505944527,0.1790286452914258,-0.6811315310443422,0.0071156432093233,0.0205841446453407,0.1572164948453609,-0.3347280334728033,-0.2663277254793837,1.0,0.0296321525885558,1,0.0666666666666666,0.0,1.0,2025-06,16,43.45808764733123,2025-06-03,0.0028169014084509,False,True,43.45808764733123,44.00896481469177,-0.0125963876856856,0.6038373271907622,-0.0139642164231479,43.615678487024105,178.14366325256842,2025-05,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,False,technical_calendar
2025-07-31,51.1,51.6,51.1,51.55,83010418,4262147126,0.55,34626,0.0,1.0,1.0107843137254902,1140.687860721279,50.84189560439562,0.9862637362637368,50.39807692307695,50.89120879120882,50.39807692307695,51.1,51.6,51.1,51.55,51.5,51.55,669240825312.0,12994500000.0,7657,578,33622955.0,21117905.0,0.0,12505050.0,51.55,0.0,True,0.0200775945683802,2025-08-01,YUANTA_ETF_NAV_HISTORY,0.0109018830525271,0.0059171597633138,0.055718546128576,0.2290926059026068,0.0228309030180233,0.0915422203634694,69.40786001618457,1.090804895600806,-0.0017355244090337,0.1303686657810333,0.5983165778692471,-0.0031274433150898,0.0202941176470588,0.0181505034446209,0.6956521739130435,0.297566531834678,1.0,-0.0018796992481202,23,1.0,-0.587785252292473,-0.8090169943749475,2025-07,23,47.35095296334568,2025-07-09,0.064351903584497,False,False,50.39807692307695,50.299450549450576,0.0019588644853329,0.0897790586686997,-0.0005670251632898,50.52229226773815,51.225945363389066,2025-06,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,True,technical_calendar
2025-08-04,50.65,50.8,50.4,50.8,88936360,4503157892,-0.3,68549,0.0,1.0,0.99412915851272,1124.092014057051,50.10219780219781,0.9862637362637364,49.954258241758254,50.10219780219781,49.70769230769232,50.65,50.8,50.4,50.8,50.88,50.8,661368721415.0,12999500000.0,7739,372,6494592.0,21187676.0,1300000.0,-15993084.0,50.8,0.0,True,0.0203740157480315,2025-08-05,YUANTA_ETF_NAV_HISTORY,-0.0087293889427737,0.0039292730844793,0.0532422132278025,0.2209113769468658,0.0195614064246336,0.0862657844779839,69.26220921767978,0.9297440342641649,-0.0087293889427737,0.1268764643283673,1.3725673032241716,0.0011755485893416,0.0202544031311154,-0.0350703877500617,0.3611111111111111,-0.5977227850070448,1.0,-0.0029540397452619,2,0.1290322580645161,0.0,1.0,2025-08,21,49.954258241758254,2025-08-04,0.0,True,True,49.954258241758254,50.39807692307693,-0.0088452665149662,0.526895101059068,-0.0126412227793608,50.013818477387886,50.71038976537378,2025-07,technical_calendar,71b2c2126ea942b716c673a87e9a9f022cacdfda25e55f1073d19b0bbf396612,False,technical_calendar
