date,open,high,low,close,volume,trading_value,price_change,transactions,cash_dividend,split_ratio,gross_return,total_return_index,adjusted_close,adjustment_factor,adjusted_open,adjusted_high,adjusted_low,split_adjusted_open,split_adjusted_high,split_adjusted_low,split_adjusted_close,nav,issuer_market_price,fund_size,outstanding_units,margin_balance,short_balance,institutional_net,foreign_net,trust_net,dealer_net,official_close,close_difference,institutional_available,distribution_yield_ttm,feature_available_date,official_close_source,ret_1,ret_5,ret_20,ret_60,ma_gap_20,ma_gap_60,rsi_14,bollinger_z_20,drawdown_60,volatility_20,volume_z_20,premium_discount,dividend_yield_ttm,margin_change_5,short_change_5,institutional_net_ratio,institutional_data_available,fund_flow_5,trading_day,month_progress,weekday_sin,weekday_cos,month,days_in_month,oracle_adjusted_open,oracle_date,regret,is_oracle,near_optimal,remaining_min_adjusted_open,previous_adjusted_close,remaining_min_log_ratio,near_probability,predicted_remaining_log_ratio,reservation_adjusted,reservation_raw,training_through,feature_set,analysis_signature
2014-04-16,61.35,61.5,61.1,61.3,7049691,432479784,-0.05,971,0.0,1.0,0.9991850040749796,237.14511017639617,10.569856443512435,0.1724283269741017,10.578477859861144,10.60434210890726,10.53537077811762,15.3375,15.375,15.275,15.325,61.37,61.3,69011925494.0,1124500000.0,925,773,3357000.0,1173000.0,0.0,2184000.0,61.3,0.0,True,0.0220228384991843,2014-04-17,YUANTA_ETF_NAV_HISTORY,0.004914004914004844,0.009046052631578982,0.038950042337002166,0.0660295395308419,0.02075620814441992,0.04366316983271856,85.48387096774181,1.3568050754357155,0.0,0.0774525338740944,0.017589845028267215,-0.003573168751015099,0.0220048899755501,-0.1075174825174825,-0.439426523297491,0.9215876066764286,1.0,-0.010855405992184153,11,0.5333333333333333,0.5877852522924732,-0.8090169943749473,2014-04,21,10.388806700189631,2014-04-01,0.018257261410788317,False,False,10.397428116538334,10.578477859861142,-0.01726306742378071,0.28577367699756145,-0.013599782214779168,10.487764644961478,60.823907701295006,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-17,61.3,61.4,61.1,61.15,3531783,216347762,-0.15,753,0.0,1.0,0.9975530179445352,236.5648203472533,10.543992194466322,0.1724283269741017,10.569856443512435,10.587099276209846,10.535370778117615,15.325,15.35,15.275,15.2875,61.46,61.15,68956712367.0,1122000000.0,927,753,1925000.0,474000.0,0.0,1451000.0,61.15,0.0,True,0.0220768601798855,2014-04-18,YUANTA_ETF_NAV_HISTORY,-0.0008149959250203231,0.004918032786885185,0.03198653198653156,0.06516072980017285,0.018314714066198556,0.04170502017984812,80.76923076923073,1.173025848791547,-0.0008149959250203231,0.07656964105979061,-1.1636029753157877,-0.0011406224539677323,0.0220228384991843,-0.12982126058325494,-0.08194774346793354,0.47619108411985717,1.0,-0.013596491228070162,12,0.5666666666666667,-0.587785252292473,-0.8090169943749475,2014-04,21,10.388806700189631,2014-04-01,0.0174273858921159,False,False,10.397428116538334,10.569856443512435,-0.016447739209025907,0.277324624532576,-0.013599782214779168,10.479217159513261,60.774336464374635,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-18,61.75,61.9,61.5,61.55,7072752,436080993,0.4,1010,0.0,1.0,1.0065412919051513,238.11225989163435,10.612963525255966,0.1724283269741018,10.647449190650786,10.6733134396969,10.60434210890726,15.4375,15.475,15.375,15.3875,61.84,61.55,69389875798.0,1122000000.0,757,672,4233000.0,1242000.0,0.0,2991000.0,61.55,0.0,True,0.0219333874898456,2014-04-21,YUANTA_ETF_NAV_HISTORY,-0.002446982055464897,-0.0008169934640522847,0.03206751054852264,0.056131260794472615,0.014222332794294523,0.03820033955857349,75.47169811320765,0.9168010190715064,-0.0032599837000814036,0.07651713441878778,-1.6392769475889124,-0.00504393101204037,0.0220768601798855,-0.07669322709163351,-0.06459627329192552,0.5450504745053703,1.0,-0.015789473684210575,13,0.6,-0.9510565162951536,0.30901699437494723,2014-04,21,10.388806700189631,2014-04-01,0.02489626556016611,False,False,10.397428116538334,10.543992194466322,-0.013997758400041627,0.3180682657690795,-0.014763658545157097,10.441415112506261,60.555103072330624,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-21,61.45,61.65,61.45,61.55,3405648,209616454,0.0,723,0.0,1.0,1.0,238.11225989163435,10.612963525255966,0.1724283269741018,10.595720692558556,10.630206357953377,10.595720692558556,15.3625,15.4125,15.3625,15.3875,61.69,61.55,69213810151.0,1122000000.0,717,659,2577000.0,1126000.0,0.0,1451000.0,61.55,0.0,True,0.0219333874898456,2014-04-22,YUANTA_ETF_NAV_HISTORY,0.006541291905151292,0.006541291905151514,0.05213675213675173,0.06487889273356373,0.01828108197534961,0.04388382446470174,77.96610169491538,1.2592848129846463,0.0,0.05807803736009073,-0.9339395982912507,-0.004689521345407566,0.0219333874898456,-0.19296375266524524,-0.18840579710144922,0.5984940515375062,1.0,-0.015357612988152747,14,0.7,0.0,1.0,2014-04,21,10.388806700189631,2014-04-01,0.019917012448133153,False,False,10.397428116538334,10.612963525255966,-0.020517748897323097,0.2893073913676262,-0.010553888413064495,10.554052201159067,61.20834312069996,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-22,61.55,61.95,61.55,61.75,9137755,564338510,0.2,1182,0.0,1.0,1.0032493907392364,238.88597966382488,10.647449190650784,0.1724283269741017,10.612963525255964,10.681934856045604,10.612963525255964,15.3875,15.4875,15.3875,15.4375,61.85,61.75,68157076680.0,1102000000.0,698,640,6891000.0,4312000.0,0.0,2579000.0,61.75,0.0,True,0.0218623481781376,2014-04-23,YUANTA_ETF_NAV_HISTORY,0.0,0.008190008190008369,0.05213675213675173,0.05393835616438292,0.015718470233920367,0.042955180886215194,76.36363636363642,1.2110259373041152,0.0,0.05807803736009073,-1.5414749853386243,-0.0022694115739990695,0.0219333874898456,-0.2872763419483101,-0.20983213429256597,0.7566841904976674,1.0,-0.015357612988152747,15,0.7333333333333333,0.9510565162951535,0.30901699437494745,2014-04,21,10.388806700189631,2014-04-01,0.021576763485477102,False,False,10.397428116538334,10.612963525255966,-0.020517748897323097,0.35222165451775644,-0.010299316357657488,10.55673930993768,61.22392703794704,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-23,61.85,62.05,61.5,61.65,5487114,339123359,-0.1,1009,0.0,1.0,0.9983805668016196,238.4991197777296,10.630206357953377,0.1724283269741018,10.664692023348197,10.699177688743015,10.60434210890726,15.4625,15.5125,15.375,15.4125,61.81,61.65,67990804618.0,1100000000.0,736,636,1624000.0,965000.0,0.0,659000.0,61.65,0.0,True,0.0218978102189781,2014-04-24,YUANTA_ETF_NAV_HISTORY,0.0032493907392363575,0.006519967400163251,0.05285592497868685,0.05465414175917993,0.016419077404222104,0.04539939617956601,73.46938775510213,1.4528892514557439,0.0,0.058128349783911314,-0.5459069694424764,-0.0016168148746968924,0.0218623481781376,-0.31635651322233105,-0.18158567774936063,0.7541239615200889,1.0,-0.032484635645302906,16,0.7666666666666667,0.5877852522924732,-0.8090169943749473,2014-04,21,10.388806700189631,2014-04-01,0.026556016597510723,False,False,10.397428116538334,10.647449190650784,-0.02376187177494707,0.3011941144596457,-0.009087316651844327,10.603886402980438,61.49735712840912,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-24,61.7,61.8,61.6,61.75,4518205,278868794,0.1,635,0.0,1.0,1.001622060016221,238.88597966382488,10.647449190650784,0.1724283269741017,10.63882777430208,10.656070606999489,10.621584941604668,15.425,15.45,15.4,15.4375,61.89,61.75,68011983917.0,1099000000.0,659,636,3166000.0,2148000.0,0.0,1018000.0,61.75,0.0,True,0.0218623481781376,2014-04-25,YUANTA_ETF_NAV_HISTORY,-0.0016194331983806487,0.005709624796084833,0.04226542688081114,0.05115089514066451,0.012689417272391257,0.042823715147584984,68.08510638297864,1.2740886916841887,-0.0016194331983806487,0.055608364960947676,-1.1730341900204764,-0.002588577900016209,0.0218978102189781,-0.20432432432432435,-0.1772315653298836,0.29596614905394714,1.0,-0.02178746109381946,17,0.8,-0.587785252292473,-0.8090169943749475,2014-04,21,10.388806700189631,2014-04-01,0.024066390041493912,False,False,10.397428116538334,10.630206357953377,-0.022141125877213973,0.2733422107776342,-0.0059730267809156,10.619735606404989,61.58927475994154,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-25,61.65,61.8,60.6,60.7,22903168,1397360353,-1.05,2363,0.0,1.0,0.982995951417004,234.8239508598246,10.466399447327976,0.1724283269741017,10.630206357953371,10.656070606999489,10.449156614630564,15.4125,15.45,15.15,15.175,60.91,60.7,64897539611.0,1065500000.0,822,635,303000.0,-3400000.0,0.0,3703000.0,60.7,0.0,True,0.0222405271828665,2014-04-28,YUANTA_ETF_NAV_HISTORY,0.0016220600162206722,0.009811937857727049,0.03433835845896138,0.05017006802721058,0.01262709084945901,0.04364727257362566,73.91304347826079,1.3489065468781858,0.0,0.04899912847424563,-1.242965498402461,-0.002262077880109903,0.0218623481781376,-0.28910463861920177,-0.15537848605577687,0.7007207508291456,1.0,-0.02049910873440286,18,0.8333333333333334,-0.9510565162951536,0.30901699437494723,2014-04,21,10.388806700189631,2014-04-01,0.023236514522821272,False,False,10.397428116538334,10.647449190650784,-0.02376187177494707,0.24530155619830896,-0.00495517739101886,10.64779379155062,61.75199851675121,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-28,60.3,61.5,60.3,61.25,8482863,516757486,0.55,1696,0.0,1.0,1.0090609555189456,236.95168023334853,10.56123502716373,0.1724283269741017,10.397428116538334,10.604342108907256,10.397428116538334,15.075,15.375,15.075,15.3125,61.28,61.25,65297775549.0,1065500000.0,823,627,899000.0,487000.0,0.0,412000.0,61.25,0.0,True,0.0220408163265306,2014-04-29,YUANTA_ETF_NAV_HISTORY,-0.01700404858299598,-0.013809910641754741,0.015050167224080369,0.03672075149444898,-0.005325686194182833,0.02528010810202108,53.12499999999989,-0.6396881807034005,-0.01700404858299598,0.08115665271703933,1.55493337574403,-0.0034477097356754305,0.0222405271828665,0.08586525759577279,-0.055059523809523836,0.013229610855581202,1.0,-0.05035650623885923,19,0.9333333333333333,0.0,1.0,2014-04,21,10.388806700189631,2014-04-01,0.0008298755186719742,False,True,10.397428116538334,10.466399447327976,-0.00661159433231293,0.558875669990083,-0.0012571392795380008,10.505516242509977,60.92685828870727,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-29,61.25,61.5,61.1,61.35,6518965,399867438,0.1,880,0.0,1.0,1.0016326530612245,237.3385401194438,10.578477859861142,0.1724283269741017,10.56123502716373,10.604342108907256,10.535370778117615,15.3125,15.375,15.275,15.3375,61.59,61.35,64242653472.0,1043000000.0,882,624,716000.0,-115000.0,0.0,831000.0,61.35,0.0,True,0.0220048899755501,2014-04-30,YUANTA_ETF_NAV_HISTORY,0.00906095551894559,-0.004874086108854758,0.022537562604340478,0.044330775788575805,0.0025780578630762996,0.03381343535501258,56.52173913043474,0.3586789804335927,-0.008097165991903021,0.08607948110991248,-0.571493974068885,-0.000489556135770286,0.0220408163265306,0.14783821478382153,-0.04855842185128978,0.10597837074582013,1.0,-0.05035650623885923,20,0.9666666666666667,0.9510565162951535,0.30901699437494745,2014-04,21,10.388806700189631,2014-04-01,0.016597510373443702,False,False,10.56123502716373,10.56123502716373,0.0,0.33094518354867924,-0.00046490232977709967,10.609107856667043,61.52763900713659,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-04-30,61.4,61.45,60.8,61.0,5598140,341881232,-0.35,916,0.0,1.0,0.9942950285248574,235.9845305181104,10.518127945420208,0.1724283269741017,10.587099276209848,10.595720692558556,10.483642280025387,15.35,15.3625,15.2,15.25,61.0,61.0,63443650866.0,1040000000.0,915,626,253000.0,388000.0,0.0,-135000.0,61.0,0.0,True,0.0221311475409836,2014-05-02,YUANTA_ETF_NAV_HISTORY,0.0016326530612245094,-0.006477732793522484,0.020798668885191107,0.0487179487179481,0.0031886190826586613,0.034671763664216204,55.223880597014784,0.5157088196367368,-0.006477732793522484,0.08572944503431928,-0.7955654571969971,-0.003896736483195329,0.0220048899755501,0.26361031518624634,-0.025000000000000022,0.10983338612801265,1.0,-0.05353901996370236,21,1.0,0.5877852522924732,-0.8090169943749473,2014-04,21,10.388806700189631,2014-04-01,0.019087136929460513,False,False,10.587099276209848,10.578477859861142,0.0008146639961765055,0.29924775323558445,-0.0003372087719723582,10.627785862231667,61.63596230814171,2014-03,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-02,61.15,61.65,61.15,61.3,7646838,469116738,0.3,844,0.0,1.0,1.0049180327868852,237.14511017639617,10.569856443512435,0.1724283269741017,10.543992194466323,10.630206357953371,10.543992194466323,15.2875,15.4125,15.2875,15.325,61.51,61.3,63975436962.0,1040000000.0,854,592,3037000.0,1832000.0,0.0,1205000.0,61.3,0.0,True,0.0220228384991843,2014-05-05,YUANTA_ETF_NAV_HISTORY,-0.005704971475142484,-0.010543390105433814,0.0066006600660064585,0.0400682011935205,-0.002860645688598229,0.028089887640449396,47.14285714285724,-0.48842492714345215,-0.012145748987854255,0.08445559540203304,-0.942714567866456,0.0,0.0221311475409836,0.24320652173913038,-0.01572327044025157,0.045193582154072605,1.0,-0.054545454545454564,1,0.06451612903225806,-0.9510565162951536,0.30901699437494723,2014-05,21,10.543992194466323,2014-05-02,0.0,True,True,10.543992194466323,10.518127945420208,0.0024559979598700824,0.700080734665576,-0.015083562160342656,10.412470963490138,60.38724115820056,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-05,61.55,61.6,61.0,61.2,6845893,419278572,-0.1,704,0.0,1.0,0.99836867862969,236.7582502903009,10.552613610815026,0.1724283269741017,10.612963525255962,10.621584941604668,10.518127945420206,15.3875,15.4,15.25,15.3,61.46,61.2,63518002992.0,1033500000.0,941,592,-495000.0,-2863000.0,0.0,2368000.0,61.2,0.0,True,0.0220588235294117,2014-05-06,YUANTA_ETF_NAV_HISTORY,0.004918032786885185,-0.007287449392712642,0.008223684210526327,0.0642361111111105,0.0016339869281045694,0.03207340685242843,52.00000000000017,0.28688765528102395,-0.007287449392712642,0.08534999922894636,-0.4656491809812536,-0.003414079011542892,0.0220228384991843,0.2959028831562973,-0.0691823899371069,0.39715762253626924,1.0,-0.05368516833484982,2,0.16129032258064516,0.0,1.0,2014-05,21,10.543992194466323,2014-05-02,0.00654129190515107,False,False,10.604342108907256,10.569856443512435,0.003257331870306505,0.6131894828540289,-0.015083562160342656,10.46367983708107,60.68422759012611,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-06,61.5,61.75,61.1,61.55,10313513,632333847,0.35,1010,0.0,1.0,1.005718954248366,238.11225989163432,10.612963525255964,0.1724283269741017,10.60434210890726,10.647449190650784,10.53537077811762,15.375,15.4375,15.275,15.3875,61.82,61.55,63334772591.0,1024500000.0,934,597,1815000.0,2765000.0,0.0,-950000.0,61.55,0.0,True,0.0219333874898456,2014-05-07,YUANTA_ETF_NAV_HISTORY,-0.0016313213703099683,0.008237232289950436,0.009068425391590917,0.09677419354838657,-0.0004491445837244701,0.028830797680087006,52.00000000000006,-0.08461788814238574,-0.00890688259109329,0.08504169446030815,-0.5734675009486354,-0.004230393752033823,0.0220588235294117,0.14476885644768855,-0.06771653543307088,-0.07230612573115004,1.0,-0.03003284842796805,3,0.1935483870967742,0.9510565162951535,0.30901699437494745,2014-05,21,10.543992194466323,2014-05-02,0.005723630417007408,False,False,10.604342108907256,10.552613610815026,0.00488998529419177,0.6619835466187638,-0.015083562160342656,10.44661021255076,60.58523211281761,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-07,61.5,61.6,61.2,61.4,7877926,483709781,-0.15,581,0.0,1.0,0.9975629569455728,237.53197006249144,10.587099276209848,0.1724283269741017,10.60434210890726,10.621584941604668,10.552613610815028,15.375,15.4,15.3,15.35,61.71,61.4,62726122590.0,1016500000.0,955,602,1490000.0,1479000.0,0.0,11000.0,61.4,0.0,True,0.021986970684039,2014-05-08,YUANTA_ETF_NAV_HISTORY,0.005718954248365993,0.004897959183673528,0.017355371900826366,0.09910714285714217,0.00440600522193213,0.03310813646091204,52.63157894736844,0.9451890567504101,-0.0032388663967612974,0.08618966600446444,0.16752284053848981,-0.004367518602394149,0.0219333874898456,0.134872417982989,-0.04784688995215314,0.17598271316475772,1.0,-0.038479587048334096,4,0.22580645161290322,0.5877852522924732,-0.8090169943749473,2014-05,21,10.543992194466323,2014-05-02,0.005723630417007408,False,False,10.604342108907256,10.612963525255964,-0.0008126778179906555,0.5166261740944379,-0.015083562160342656,10.506353898406854,60.931716283397456,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-08,61.6,61.85,61.4,61.85,3831478,236336647,0.45,1143,0.0,1.0,1.0073289902280131,239.27283954992012,10.664692023348197,0.1724283269741017,10.621584941604668,10.664692023348197,10.587099276209848,15.4,15.4625,15.35,15.4625,61.94,61.85,62401177243.0,1007500000.0,896,602,2321000.0,505000.0,0.0,1816000.0,61.85,0.0,True,0.0218270008084074,2014-05-09,YUANTA_ETF_NAV_HISTORY,-0.002437043054427268,0.0008149959250205452,0.009868421052631637,0.08480565371024684,0.0014679497634970673,0.02920839793823049,51.2820512820513,0.34041126352575385,-0.005668016194332104,0.08557095450829523,-0.28784453498299156,-0.005023497002106692,0.021986970684039,0.08276643990929711,-0.03525641025641024,0.18913607464705812,1.0,-0.025407478427612706,5,0.25806451612903225,-0.587785252292473,-0.8090169943749475,2014-05,21,10.543992194466323,2014-05-02,0.007358953393295176,False,False,10.604342108907256,10.587099276209848,0.001627339659375186,0.5558549302004028,-0.015083562160342656,10.480749461611385,60.78322306743466,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-09,61.7,61.85,61.45,61.45,3932389,242254650,-0.4,955,0.0,1.0,0.9935327405012128,237.7254000055391,10.595720692558556,0.1724283269741017,10.63882777430208,10.664692023348197,10.595720692558556,15.425,15.4625,15.3625,15.3625,61.77,61.45,62017382667.0,1004000000.0,887,600,1384000.0,114000.0,0.0,1270000.0,61.45,0.0,True,0.0219690805532953,2014-05-12,YUANTA_ETF_NAV_HISTORY,0.0073289902280129215,0.013934426229508023,0.013934426229508023,0.09275618374558259,0.008108879018784876,0.03523307389739694,58.33333333333331,1.7828363632862434,0.0,0.08832375425669298,-1.0506014131953552,-0.001453019050694171,0.0218270008084074,-0.020765027322404372,-0.03833865814696491,0.6057714542534238,1.0,-0.03125,6,0.2903225806451613,-0.9510565162951536,0.30901699437494723,2014-05,21,10.543992194466323,2014-05-02,0.008994276369582943,False,False,10.604342108907256,10.664692023348197,-0.0056749240260252146,0.36099082040477887,-0.015083562160342656,10.557562771997791,61.228702715323045,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-12,61.5,61.5,61.1,61.15,3933661,240843294,-0.3,820,0.0,1.0,0.9951179820992676,236.5648203472533,10.543992194466322,0.1724283269741017,10.604342108907256,10.604342108907256,10.535370778117615,15.375,15.375,15.275,15.2875,61.13,61.15,61370290413.0,1004000000.0,922,607,1592000.0,-309000.0,0.0,1901000.0,61.15,0.0,True,0.0220768601798855,2014-05-13,YUANTA_ETF_NAV_HISTORY,-0.006467259498787348,0.002446982055464897,0.004084967320261423,0.07901668129938466,0.001385154403976241,0.027248411902373704,48.809523809523796,0.30626902236515297,-0.006467259498787348,0.09114059266273586,-0.9312096393573958,-0.005180508337380596,0.0219690805532953,0.03864168618266972,0.013513513513513598,0.3519489043428816,1.0,-0.0346153846153846,7,0.3870967741935484,0.0,1.0,2014-05,21,10.543992194466323,2014-05-02,0.005723630417006964,False,False,10.604342108907256,10.595720692558556,0.0008133388004278372,0.6192979683439248,-0.015083562160342656,10.489284273876544,60.83272080608894,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-13,61.6,61.75,61.35,61.45,5610714,345231830,0.3,690,0.0,1.0,1.0049059689288635,237.7254000055391,10.595720692558556,0.1724283269741017,10.621584941604668,10.647449190650784,10.578477859861144,15.4,15.4375,15.3375,15.3625,61.43,61.45,60995763586.0,993000000.0,859,619,3684000.0,1221000.0,0.0,2463000.0,61.45,0.0,True,0.0219690805532953,2014-05-14,YUANTA_ETF_NAV_HISTORY,-0.004882017900732394,-0.0008169934640522847,2.220446049250313e-16,0.06255430060816636,-0.0035036258453514657,0.02120908483633932,45.555555555555515,-0.7746804683353758,-0.011317704122877914,0.09279371712129277,-0.8440431122125869,0.00032717160150497193,0.0220768601798855,-0.020191285866099862,0.02533783783783794,0.40471204814039646,1.0,-0.028543783260764344,8,0.41935483870967744,0.9510565162951535,0.30901699437494745,2014-05,21,10.543992194466323,2014-05-02,0.007358953393295176,False,False,10.621584941604668,10.543992194466322,0.007332008406292731,0.7291081429401484,-0.01487702552120376,10.440231467943677,60.54823851252569,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-14,61.6,61.8,61.45,61.8,10739563,662001739,0.35,774,0.0,1.0,1.0056956875508545,239.0794096068725,10.656070606999489,0.1724283269741017,10.621584941604668,10.656070606999489,10.595720692558556,15.4,15.45,15.3625,15.45,62.01,61.8,61579394375.0,993000000.0,817,628,9622000.0,4524000.0,0.0,5098000.0,61.8,0.0,True,0.0218446601941747,2014-05-15,YUANTA_ETF_NAV_HISTORY,0.004905968928863524,-0.0016246953696180677,0.006552006552006828,0.0705574912891982,0.0010588906084547656,0.02506359731431651,46.73913043478258,0.24219865284379533,-0.006467259498787348,0.09407687405288741,-0.40427384775916164,0.0003255738238645556,0.0219690805532953,-0.08029978586723774,0.03685092127303191,0.6566009245882075,1.0,-0.030746705710102518,9,0.45161290322580644,0.5877852522924732,-0.8090169943749473,2014-05,21,10.543992194466323,2014-05-02,0.007358953393295176,False,False,10.621584941604668,10.595720692558556,0.0024380345274300345,0.5845230794991038,-0.01487702552120376,10.491450919135556,60.845286289365575,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-15,61.75,61.85,61.55,61.75,8903574,549372988,-0.05,756,0.0,1.0,0.9991909385113268,238.88597966382488,10.647449190650784,0.1724283269741017,10.647449190650784,10.664692023348197,10.612963525255964,15.4375,15.4625,15.3875,15.4375,62.01,61.75,61579762779.0,993000000.0,871,632,6720000.0,4186000.0,0.0,2534000.0,61.75,0.0,True,0.0218623481781376,2014-05-16,YUANTA_ETF_NAV_HISTORY,0.005695687550854256,0.006514657980456029,0.007334963325183574,0.06643658326143198,0.006391727394862379,0.029799761157552673,51.546391752577385,1.3871011660896968,-0.0008084074373483352,0.09459275798996004,0.8393790884281188,-0.0033865505563619447,0.0218446601941747,-0.14450261780104712,0.04318936877076407,0.8959396206344709,1.0,-0.023118544023610466,10,0.4838709677419355,-0.587785252292473,-0.8090169943749475,2014-05,21,10.543992194466323,2014-05-02,0.009811937857726827,False,False,10.630206357953371,10.656070606999489,-0.0024301348532920044,0.4144692686548749,-0.01332844946200944,10.567558949890966,61.28667566019002,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-16,61.65,61.85,61.4,61.85,9138648,563132512,0.1,784,0.0,1.0,1.0016194331983803,239.27283954992012,10.664692023348197,0.1724283269741017,10.630206357953371,10.664692023348197,10.587099276209848,15.4125,15.4625,15.35,15.4625,62.1,61.85,61600209176.0,992000000.0,893,628,3814000.0,2214000.0,0.0,1600000.0,61.85,0.0,True,0.0218270008084074,2014-05-19,YUANTA_ETF_NAV_HISTORY,-0.0008090614886731018,-0.0016168148746967814,0.007340946166394913,0.06557377049180313,0.005209181181833111,0.027881814398668325,50.0,1.0985606912224417,-0.0016168148746967814,0.09459181298529566,0.3777497417972634,-0.004192872117400381,0.0218623481781376,-0.0279017857142857,0.04983388704318936,0.7547530912867125,1.0,-0.014392059553349879,11,0.5161290322580645,-0.9510565162951536,0.30901699437494723,2014-05,21,10.543992194466323,2014-05-02,0.008176614881438837,False,False,10.630206357953371,10.647449190650784,-0.0016207458977334657,0.4542389126864891,-0.01487702552120376,10.542670370327427,61.14233406620542,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-19,61.85,62.0,61.8,61.85,7165881,443514372,0.0,768,0.0,1.0,1.0,239.27283954992012,10.664692023348197,0.1724283269741017,10.664692023348197,10.690556272394309,10.656070606999489,15.4625,15.5,15.45,15.4625,62.09,61.85,61588471327.0,992000000.0,1018,640,4220000.0,3522000.0,0.0,698000.0,61.85,0.0,True,0.0218270008084074,2014-05-20,YUANTA_ETF_NAV_HISTORY,0.0016194331983805377,0.006509357200976229,0.011447260834014594,0.0636285468615645,0.006263727324493651,0.028490660162961978,64.93506493506504,1.2939805898218293,0.0,0.09410358377694295,0.37367598831276827,-0.004025764895330131,0.0218270008084074,0.006764374295377573,0.046666666666666634,0.4173483867635563,1.0,-0.01195219123505975,12,0.6129032258064516,0.0,1.0,2014-05,21,10.543992194466323,2014-05-02,0.011447260834015038,False,False,10.664692023348197,10.664692023348197,0.0,0.3652016151058766,-0.014673182197812272,10.561896273342818,61.25383490456987,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
2014-05-20,61.9,62.3,61.9,62.1,9946886,617828250,0.25,1113,0.0,1.0,1.004042037186742,240.23998926515827,10.70779910509172,0.1724283269741017,10.6733134396969,10.74228477048654,10.6733134396969,15.475,15.575,15.475,15.525,62.04,62.1,61450552717.0,990500000.0,959,653,7892000.0,5696000.0,0.0,2196000.0,62.1,0.0,True,0.0217391304347826,2014-05-21,YUANTA_ETF_NAV_HISTORY,0.0,0.011447260834014594,0.004874086108854536,0.0636285468615645,0.006018217306440921,0.027437082975719118,59.09090909090923,1.19823327385876,0.0,0.09157586857903588,-0.10500065814756769,-0.0038653567402158195,0.0218270008084074,0.10412147505422986,0.054365733113673764,0.5889017693707166,1.0,-0.01195219123505975,13,0.6451612903225806,0.9510565162951535,0.30901699437494745,2014-05,21,10.543992194466323,2014-05-02,0.0122649223221587,False,False,10.6733134396969,10.664692023348197,0.000808080852053313,0.3963425121165434,-0.01207494573401374,10.589374259061024,61.41319378834732,2014-04,all,0c8176dbe460617de3ee512bbcfae6ce17e4220c9cc72d6079e6a13f5aa65f8c
