date,open,high,low,close,volume,trading_value,price_change,transactions,cash_dividend,split_ratio,gross_return,total_return_index,adjusted_close,adjustment_factor,adjusted_open,adjusted_high,adjusted_low,split_adjusted_open,split_adjusted_high,split_adjusted_low,split_adjusted_close,nav,issuer_market_price,fund_size,outstanding_units,margin_balance,short_balance,institutional_net,foreign_net,trust_net,dealer_net,official_close,close_difference,institutional_available,distribution_yield_ttm,feature_available_date,official_close_source
2004-08-30,45.6,45.7,45.36,45.59,4480000,203985220,-0.01,561,0.0,1.0,0.999780701754386,122.9503775620279,5.480053286950033,0.1202029674698406,5.481255316624732,5.493275613371716,5.45240660443197,11.4,11.425,11.34,11.3975,45.55,45.59,48351025800.0,1061500000.0,9202,4904,0.0,0.0,0.0,0.0,45.59,0.0,False,0.0,2004-08-31,TWSE_STOCK_DAY_AVG
2004-08-31,45.4,45.95,45.03,45.15,8130000,370842060,-0.44,918,0.0,1.0,0.9903487606931344,121.76375404530728,5.427163981263303,0.12020296746984059,5.457214723130763,5.523326355239176,5.412739625166922,11.35,11.4875,11.2575,11.2875,45.27,45.15,48056912740.0,1061500000.0,8847,4903,0.0,0.0,0.0,0.0,45.15,0.0,False,0.0,2004-09-01,TWSE_STOCK_DAY_AVG
2004-09-01,45.3,45.85,45.3,45.8,5891000,269403110,0.65,614,0.0,1.0,1.0143964562569214,123.51672060409908,5.505295910118699,0.12020296746984059,5.445194426383779,5.511306058492191,5.445194426383779,11.325,11.4625,11.325,11.45,46.0,45.8,48800702110.0,1061000000.0,9014,4965,0.0,0.0,0.0,0.0,45.8,0.0,False,0.0,2004-09-02,TWSE_STOCK_DAY_AVG
2004-09-02,45.8,45.84,45.51,45.62,2231000,101876580,-0.18,371,0.0,1.0,0.9960698689956332,123.0312837108952,5.483659375974128,0.12020296746984059,5.505295910118699,5.510104028817493,5.470437049552445,11.45,11.46,11.3775,11.405,45.74,45.62,48460165095.0,1059500000.0,8860,4976,0.0,0.0,0.0,0.0,45.62,0.0,False,0.0,2004-09-03,TWSE_STOCK_DAY_AVG
2004-09-03,45.6,45.74,44.8,44.84,4700000,212568570,-0.78,837,0.0,1.0,0.9829022358614644,120.92772384034507,5.389901061347653,0.1202029674698406,5.481255316624732,5.498083732070509,5.385092942648859,11.4,11.435,11.2,11.21,44.89,44.84,47560936446.0,1059500000.0,8826,4760,0.0,0.0,0.0,0.0,44.84,0.0,False,0.0,2004-09-06,TWSE_STOCK_DAY_AVG
2004-09-06,44.7,44.95,44.46,44.93,5569000,248779220,0.09,619,0.0,1.0,1.002007136485281,121.170442286947,5.400719328419938,0.12020296746984059,5.373072645901875,5.403123387769335,5.344223933709113,11.175,11.2375,11.115,11.2325,45.02,44.93,47608526256.0,1057500000.0,8767,4610,0.0,0.0,0.0,0.0,44.93,0.0,False,0.0,2004-09-07,TWSE_STOCK_DAY_AVG
2004-09-07,44.93,45.5,44.93,45.5,3627000,164483490,0.57,635,0.0,1.0,1.0126864010683285,122.70765911542595,5.469235019877748,0.1202029674698406,5.400719328419938,5.469235019877748,5.400719328419938,11.2325,11.375,11.2325,11.375,45.69,45.5,48203773928.0,1055000000.0,8389,4653,0.0,0.0,0.0,0.0,45.5,0.0,False,0.0,2004-09-08,TWSE_STOCK_DAY_AVG
2004-09-08,45.51,45.75,45.32,45.47,4244000,193465830,-0.03,707,0.0,1.0,0.9993406593406593,122.62675296655866,5.4656289308536525,0.12020296746984062,5.470437049552446,5.499285761745209,5.4475984857331765,11.3775,11.4375,11.33,11.3675,45.56,45.47,47948003335.0,1052500000.0,8313,4673,0.0,0.0,0.0,0.0,45.47,0.0,False,0.0,2004-09-09,TWSE_STOCK_DAY_AVG
2004-09-09,45.41,45.47,45.2,45.4,3800000,172436140,-0.07,331,0.0,1.0,0.9984605234220365,122.43797195253492,5.457214723130764,0.12020296746984062,5.458416752805462,5.4656289308536525,5.433174129636797,11.3525,11.3675,11.3,11.35,45.57,45.4,47966605690.0,1052500000.0,8131,4460,0.0,0.0,0.0,0.0,45.4,0.0,False,0.0,2004-09-10,TWSE_STOCK_DAY_AVG
2004-09-10,45.49,45.75,45.3,45.45,4468000,203623150,0.05,413,0.0,1.0,1.0011013215859033,122.57281553398047,5.4632248715042575,0.12020296746984065,5.468032990203051,5.4992857617452096,5.445194426383781,11.3725,11.4375,11.325,11.3625,45.63,45.45,47820219485.0,1048000000.0,7510,4507,0.0,0.0,0.0,0.0,45.45,0.0,False,0.0,2004-09-13,TWSE_STOCK_DAY_AVG
2004-09-13,46.01,46.31,46.0,46.3,12497000,576520900,0.85,926,0.0,1.0,1.0187018701870185,124.86515641855434,5.565397393853621,0.12020296746984063,5.530538533287367,5.56659942352832,5.529336503612669,11.5025,11.5775,11.5,11.575,46.42,46.3,48600506962.0,1047000000.0,7344,4394,0.0,0.0,0.0,0.0,46.3,0.0,False,0.0,2004-09-14,TWSE_STOCK_DAY_AVG
2004-09-14,46.31,46.58,46.15,46.3,8103000,375773280,0.0,577,0.0,1.0,1.0,124.86515641855434,5.565397393853621,0.12020296746984063,5.56659942352832,5.599054224745177,5.547366948733145,11.5775,11.645,11.5375,11.575,46.34,46.3,48516313237.0,1047000000.0,7271,3559,0.0,0.0,0.0,0.0,46.3,0.0,False,0.0,2004-09-15,TWSE_STOCK_DAY_AVG
2004-09-15,46.15,46.19,45.6,45.76,7410000,340022990,-0.54,452,0.0,1.0,0.9883369330453564,123.40884573894269,5.500487791419907,0.12020296746984063,5.547366948733145,5.552175067431938,5.481255316624733,11.5375,11.5475,11.4,11.44,45.87,45.76,47837467814.0,1043000000.0,7480,3555,0.0,0.0,0.0,0.0,45.76,0.0,False,0.0,2004-09-16,TWSE_STOCK_DAY_AVG
2004-09-16,45.5,45.8,45.4,45.76,6356000,289743150,0.0,511,0.0,1.0,1.0,123.40884573894269,5.500487791419907,0.12020296746984063,5.469235019877749,5.505295910118701,5.457214723130765,11.375,11.45,11.35,11.44,46.02,45.76,47765603312.0,1038000000.0,7167,3505,0.0,0.0,0.0,0.0,45.76,0.0,False,0.0,2004-09-17,TWSE_STOCK_DAY_AVG
2004-09-17,45.77,45.8,45.15,45.4,4935000,224095590,-0.36,429,0.0,1.0,0.9921328671328672,122.43797195253492,5.457214723130764,0.12020296746984062,5.5016898210946055,5.5052959101187,5.427163981263304,11.4425,11.45,11.2875,11.35,45.39,45.4,46682672149.0,1028500000.0,6981,3550,0.0,0.0,0.0,0.0,45.4,0.0,False,0.0,2004-09-20,TWSE_STOCK_DAY_AVG
2004-09-20,45.43,45.84,45.4,45.6,7416000,338583940,0.2,443,0.0,1.0,1.0044052863436124,122.97734627831703,5.481255316624733,0.12020296746984062,5.460820812154859,5.510104028817494,5.457214723130764,11.3575,11.46,11.35,11.4,45.83,45.6,47112756553.0,1028000000.0,6890,3518,0.0,0.0,0.0,0.0,45.6,0.0,False,0.0,2004-09-21,TWSE_STOCK_DAY_AVG
2004-09-21,46.82,46.82,46.0,46.21,14017000,648228830,0.61,857,0.0,1.0,1.0133771929824562,124.62243797195241,5.554579126781335,0.12020296746984062,5.627902936937938,5.627902936937938,5.529336503612669,11.705,11.705,11.5,11.5525,46.61,46.21,47895820267.0,1027500000.0,6825,3505,0.0,0.0,0.0,0.0,46.21,0.0,False,0.0,2004-09-22,TWSE_STOCK_DAY_AVG
2004-09-22,46.32,46.43,46.15,46.33,10730000,497142470,0.12,511,0.0,1.0,1.002596840510712,124.94606256742166,5.569003482877717,0.12020296746984065,5.5678014532030184,5.581023779624701,5.547366948733146,11.58,11.6075,11.5375,11.5825,46.62,46.33,47221384191.0,1013000000.0,6619,3477,0.0,0.0,0.0,0.0,46.33,0.0,False,0.0,2004-09-23,TWSE_STOCK_DAY_AVG
2004-09-23,46.0,46.2,45.93,46.2,3242000,149238990,-0.13,394,0.0,1.0,0.9971940427368876,124.59546925566332,5.553377097106638,0.12020296746984063,5.529336503612669,5.553377097106638,5.52092229588978,11.5,11.55,11.4825,11.55,46.34,46.2,46803123514.0,1010000000.0,6768,3194,0.0,0.0,0.0,0.0,46.2,0.0,False,0.0,2004-09-24,TWSE_STOCK_DAY_AVG
2004-09-24,46.08,46.2,45.4,45.4,3346000,153045030,-0.8,540,0.0,1.0,0.9826839826839826,122.43797195253494,5.457214723130765,0.12020296746984063,5.538952741010256,5.553377097106638,5.457214723130765,11.52,11.55,11.35,11.35,45.86,45.4,45950516915.0,1002000000.0,6867,3226,0.0,0.0,0.0,0.0,45.4,0.0,False,0.0,2004-09-27,TWSE_STOCK_DAY_AVG
2004-09-27,45.4,45.5,45.2,45.4,1312000,59474020,0.0,323,0.0,1.0,1.0,122.43797195253494,5.457214723130765,0.12020296746984063,5.457214723130765,5.469235019877749,5.433174129636797,11.35,11.375,11.3,11.35,45.52,45.4,45611456909.0,1002000000.0,6893,3147,0.0,0.0,0.0,0.0,45.4,0.0,False,0.0,2004-09-29,TWSE_STOCK_DAY_AVG
2004-09-29,45.3,45.56,45.3,45.39,2958000,134371930,-0.01,340,0.0,1.0,0.9997797356828194,122.41100323624583,5.456012693456066,0.12020296746984063,5.445194426383781,5.47644719792594,5.445194426383781,11.325,11.39,11.325,11.3475,45.21,45.39,45277512306.0,1001500000.0,6823,3149,0.0,0.0,0.0,0.0,45.39,0.0,False,0.0,2004-09-30,TWSE_STOCK_DAY_AVG
2004-09-30,45.7,45.89,45.45,45.6,5675000,259507260,0.21,533,0.0,1.0,1.0046265697290153,122.97734627831704,5.4812553166247335,0.12020296746984065,5.4932756133717175,5.516114177190987,5.4632248715042575,11.425,11.4725,11.3625,11.4,45.57,45.6,45548549440.0,999500000.0,6810,3108,0.0,0.0,0.0,0.0,45.6,0.0,False,0.0,2004-10-01,TWSE_STOCK_DAY_AVG
2004-10-01,45.71,46.3,45.65,46.3,6967000,320050900,0.7,573,0.0,1.0,1.0153508771929824,124.86515641855436,5.565397393853622,0.12020296746984065,5.494477643046416,5.565397393853622,5.4872654649982255,11.4275,11.575,11.4125,11.575,46.46,46.3,46435058638.0,999500000.0,6788,2836,0.0,0.0,0.0,0.0,46.3,0.0,False,0.0,2004-10-04,TWSE_STOCK_DAY_AVG
2004-10-04,47.05,47.35,46.92,47.26,21132000,996139430,0.96,1441,0.0,1.0,1.0207343412527,127.45415318230842,5.680792242624669,0.12020296746984066,5.655549619456003,5.691610509696956,5.639923233684924,11.7625,11.8375,11.73,11.815,47.6,47.26,47333227567.0,994500000.0,6744,1439,0.0,0.0,0.0,0.0,47.26,0.0,False,0.0,2004-10-05,TWSE_STOCK_DAY_AVG
2004-10-05,47.31,47.55,47.27,47.49,9362000,443730140,0.23,650,0.0,1.0,1.0048666948793907,128.07443365695784,5.708438925142733,0.12020296746984066,5.686802390998162,5.715651103190923,5.681994272299368,11.8275,11.8875,11.8175,11.8725,47.54,47.49,47251825632.0,994000000.0,6237,1430,0.0,0.0,0.0,0.0,47.49,0.0,False,0.0,2004-10-06,TWSE_STOCK_DAY_AVG
2004-10-06,47.42,47.76,47.13,47.3,10442000,496934950,-0.19,776,0.0,1.0,0.9959991577174141,127.56202804746484,5.685600361323463,0.12020296746984066,5.700024717419844,5.74089372635959,5.665165856853591,11.855,11.94,11.7825,11.825,47.42,47.3,46823596498.0,987500000.0,5950,1239,0.0,0.0,0.0,0.0,47.3,0.0,False,0.0,2004-10-07,TWSE_STOCK_DAY_AVG
2004-10-07,47.43,47.73,47.39,47.5,8950000,425334290,0.2,580,0.0,1.0,1.0042283298097252,128.10140237324694,5.709640954817432,0.12020296746984066,5.701226747094543,5.737287637335494,5.696418628395749,11.8575,11.9325,11.8475,11.875,47.77,47.5,46980482073.0,983500000.0,5788,1257,0.0,0.0,0.0,0.0,47.5,0.0,False,0.0,2004-10-08,TWSE_STOCK_DAY_AVG
2004-10-08,47.4,47.55,47.27,47.5,5198000,246554850,0.0,487,0.0,1.0,1.0,128.10140237324694,5.709640954817432,0.12020296746984066,5.697620658070447,5.715651103190923,5.681994272299368,11.85,11.8875,11.8175,11.875,47.62,47.5,46832708393.0,983500000.0,5875,1292,0.0,0.0,0.0,0.0,47.5,0.0,False,0.0,2004-10-11,TWSE_STOCK_DAY_AVG
2004-10-11,47.03,47.2,46.9,47.15,4890000,230147560,-0.35,451,0.0,1.0,0.9926315789473684,127.15749730312828,5.667569916202988,0.12020296746984067,5.653145560106607,5.6735800645764805,5.6375191743355275,11.7575,11.8,11.725,11.7875,47.31,47.15,46434570086.0,981500000.0,5955,1316,0.0,0.0,0.0,0.0,47.15,0.0,False,0.0,2004-10-12,TWSE_STOCK_DAY_AVG
2004-10-12,46.9,46.99,46.28,46.28,3444000,160567900,-0.87,618,0.0,1.0,0.9815482502651114,124.81121898597618,5.562993334504227,0.12020296746984067,5.6375191743355275,5.648337441407813,5.562993334504227,11.725,11.7475,11.57,11.57,46.4,46.28,45421473231.0,979000000.0,5983,1295,0.0,0.0,0.0,0.0,46.28,0.0,False,0.0,2004-10-13,TWSE_STOCK_DAY_AVG
2004-10-13,46.28,46.34,46.15,46.15,4133000,191194670,-0.13,422,0.0,1.0,0.997191011235955,124.46062567421781,5.5473669487331465,0.12020296746984066,5.562993334504226,5.570205512552417,5.5473669487331465,11.57,11.585,11.5375,11.5375,46.25,46.15,45143352560.0,976000000.0,6029,1174,0.0,0.0,0.0,0.0,46.15,0.0,False,0.0,2004-10-14,TWSE_STOCK_DAY_AVG
2004-10-14,45.54,45.75,45.03,45.16,8848000,401602500,-0.99,1256,0.0,1.0,0.9785482123510292,121.79072276159644,5.428366010938004,0.12020296746984066,5.474043138576544,5.49928576174521,5.412739625166925,11.385,11.4375,11.2575,11.29,45.34,45.16,43459887143.0,958500000.0,6117,1113,0.0,0.0,0.0,0.0,45.16,0.0,False,0.0,2004-10-15,TWSE_STOCK_DAY_AVG
2004-10-15,45.5,45.5,44.94,45.08,8455000,382359270,-0.08,694,0.0,1.0,0.9982285208148804,121.57497303128359,5.418749773540416,0.12020296746984063,5.469235019877749,5.469235019877749,5.401921358094638,11.375,11.375,11.235,11.27,45.29,45.08,43090413775.0,951500000.0,6251,1143,0.0,0.0,0.0,0.0,45.08,0.0,False,0.0,2004-10-18,TWSE_STOCK_DAY_AVG
2004-10-18,45.2,45.23,44.95,45.04,1397000,62949670,-0.04,363,0.0,1.0,0.9991126885536824,121.46709816612717,5.413941654841622,0.12020296746984063,5.433174129636797,5.436780218660892,5.4031233877693365,11.3,11.3075,11.2375,11.26,44.96,45.04,42779209171.0,951500000.0,6283,1119,0.0,0.0,0.0,0.0,45.04,0.0,False,0.0,2004-10-19,TWSE_STOCK_DAY_AVG
2004-10-19,45.13,45.38,45.07,45.37,3078000,139098260,0.33,432,0.0,1.0,1.0073268206039077,122.35706580366764,5.45360863410667,0.12020296746984066,5.4247599219139095,5.45481066378137,5.417547743865718,11.2825,11.345,11.2675,11.3425,45.36,45.37,43177984065.0,952000000.0,6300,1107,0.0,0.0,0.0,0.0,45.37,0.0,False,0.0,2004-10-20,TWSE_STOCK_DAY_AVG
2004-10-20,45.1,45.18,44.9,45.1,5549000,249956770,-0.27,779,0.0,1.0,0.9940489310116818,121.62891046386181,5.4211538328898135,0.12020296746984065,5.4211538328898135,5.430770070287401,5.3971132393958445,11.275,11.295,11.225,11.275,45.12,45.1,42952138203.0,952000000.0,6466,1004,0.0,0.0,0.0,0.0,45.1,0.0,False,0.0,2004-10-21,TWSE_STOCK_DAY_AVG
2004-10-21,45.05,45.35,44.9,45.17,4170000,188619550,0.07,516,0.0,1.0,1.0015521064301551,121.81769147788555,5.429568040612702,0.12020296746984065,5.4151436845163206,5.4512045747572735,5.3971132393958445,11.2625,11.3375,11.225,11.2925,45.15,45.17,42986432529.0,952000000.0,6556,1212,0.0,0.0,0.0,0.0,45.17,0.0,False,0.0,2004-10-22,TWSE_STOCK_DAY_AVG
2004-10-22,45.19,45.32,45.15,45.2,2345000,106059230,0.03,315,0.0,1.0,1.0006641576267434,121.89859762675286,5.4331741296367975,0.12020296746984065,5.431972099962098,5.447598485733178,5.427163981263305,11.2975,11.33,11.2875,11.3,45.09,45.2,42972461872.0,953000000.0,6278,1244,0.0,0.0,0.0,0.0,45.2,0.0,False,0.0,2004-10-26,TWSE_STOCK_DAY_AVG
2004-10-26,44.58,44.58,44.2,44.22,5597000,248599170,-0.98,932,0.0,1.0,0.9783185840707964,119.2556634304206,5.315375221516353,0.12020296746984065,5.358648289805496,5.358648289805496,5.312971162166957,11.145,11.145,11.05,11.055,44.13,44.22,42188714808.0,956000000.0,6566,1252,0.0,0.0,0.0,0.0,44.22,0.0,False,0.0,2004-10-27,TWSE_STOCK_DAY_AVG
2004-10-27,44.22,44.25,43.81,44.15,6037000,265808920,-0.07,801,0.0,1.0,0.9984170058796924,119.06688241639687,5.306961013793464,0.12020296746984065,5.315375221516353,5.318981310540448,5.266092004853719,11.055,11.0625,10.9525,11.0375,44.04,44.15,42296285206.0,960500000.0,6667,979,0.0,0.0,0.0,0.0,44.15,0.0,False,0.0,2004-10-28,TWSE_STOCK_DAY_AVG
2004-10-28,44.5,44.85,44.39,44.85,4275000,190377440,0.7,517,0.0,1.0,1.0158550396375992,120.9546925566342,5.3911030910223525,0.12020296746984063,5.3490320524079085,5.3911030910223525,5.335809725986226,11.125,11.2125,11.0975,11.2125,44.41,44.85,42659215760.0,960500000.0,6674,1608,0.0,0.0,0.0,0.0,44.85,0.0,False,0.0,2004-10-29,TWSE_STOCK_DAY_AVG
2004-10-29,44.6,44.79,44.51,44.72,1279000,57079550,-0.13,328,0.0,1.0,0.9971014492753623,120.60409924487583,5.375476705251273,0.12020296746984065,5.361052349154893,5.383890912974162,5.350234082082607,11.15,11.1975,11.1275,11.18,44.83,44.72,43061027599.0,960500000.0,6601,1670,0.0,0.0,0.0,0.0,44.72,0.0,False,0.0,2004-11-01,TWSE_STOCK_DAY_AVG
2004-11-01,44.75,44.84,44.16,44.29,1630000,72630560,-0.43,410,0.0,1.0,0.9903846153846154,119.44444444444433,5.323789429239242,0.12020296746984065,5.3790827942753685,5.389901061347655,5.308163043468163,11.1875,11.21,11.04,11.0725,44.43,44.29,42675898711.0,960500000.0,6673,1711,0.0,0.0,0.0,0.0,44.29,0.0,False,0.0,2004-11-02,TWSE_STOCK_DAY_AVG
2004-11-02,44.31,45.21,44.31,45.2,2759000,123507320,0.91,575,0.0,1.0,1.0205463987356063,121.89859762675286,5.4331741296367975,0.12020296746984065,5.32619348858864,5.434376159311496,5.32619348858864,11.0775,11.3025,11.0775,11.3,45.37,45.2,43577930149.0,960500000.0,6580,1659,0.0,0.0,0.0,0.0,45.2,0.0,False,0.0,2004-11-03,TWSE_STOCK_DAY_AVG
2004-11-03,45.2,46.05,45.2,46.02,9666000,442654710,0.82,1015,0.0,1.0,1.0181415929203539,124.11003236245944,5.531740562962066,0.12020296746984063,5.433174129636797,5.535346651986161,5.433174129636797,11.3,11.5125,11.3,11.505,46.28,46.02,44453189268.0,960500000.0,6440,1630,0.0,0.0,0.0,0.0,46.02,0.0,False,0.0,2004-11-04,TWSE_STOCK_DAY_AVG
2004-11-04,46.0,46.45,45.85,46.2,10320000,475852030,0.18,802,0.0,1.0,1.0039113428943938,124.59546925566332,5.553377097106638,0.12020296746984063,5.529336503612669,5.583427838974098,5.511306058492194,11.5,11.6125,11.4625,11.55,46.3,46.2,44262419372.0,956000000.0,6220,1690,0.0,0.0,0.0,0.0,46.2,0.0,False,0.0,2004-11-05,TWSE_STOCK_DAY_AVG
2004-11-05,47.0,47.2,46.56,46.93,14989000,701535890,0.73,1006,0.0,1.0,1.0158008658008657,126.56418554476794,5.64112526335962,0.12020296746984062,5.649539471082509,5.673580064576478,5.596650165395779,11.75,11.8,11.64,11.7325,46.91,46.93,44846936724.0,956000000.0,6475,1709,0.0,0.0,0.0,0.0,46.93,0.0,False,0.0,2004-11-08,TWSE_STOCK_DAY_AVG
2004-11-08,46.92,46.93,46.62,46.81,6190000,289511250,-0.12,635,0.0,1.0,0.9974430002130834,126.2405609492987,5.626700907263241,0.12020296746984065,5.639923233684923,5.641125263359622,5.6038623434439705,11.73,11.7325,11.655,11.7025,46.95,46.81,44885060525.0,956000000.0,6367,1756,0.0,0.0,0.0,0.0,46.81,0.0,False,0.0,2004-11-09,TWSE_STOCK_DAY_AVG
2004-11-09,46.85,46.86,46.5,46.81,7071000,330263450,0.0,548,0.0,1.0,1.0,126.2405609492987,5.626700907263241,0.12020296746984065,5.631509025962035,5.632711055636733,5.58943798734759,11.7125,11.715,11.625,11.7025,46.99,46.81,44829430261.0,954000000.0,6392,1815,0.0,0.0,0.0,0.0,46.81,0.0,False,0.0,2004-11-10,TWSE_STOCK_DAY_AVG
2004-11-10,47.0,47.05,46.59,46.85,11687000,547243060,0.04,635,0.0,1.0,1.000854518265328,126.34843581445512,5.631509025962035,0.12020296746984065,5.649539471082511,5.655549619456002,5.600256254419876,11.75,11.7625,11.6475,11.7125,46.91,46.85,44662460635.0,952000000.0,6622,1948,0.0,0.0,0.0,0.0,46.85,0.0,False,0.0,2004-11-11,TWSE_STOCK_DAY_AVG
2004-11-11,46.85,46.85,46.0,46.0,6506000,301178760,-0.85,730,0.0,1.0,0.9818569903948773,124.05609492988123,5.52933650361267,0.12020296746984065,5.631509025962035,5.631509025962035,5.52933650361267,11.7125,11.7125,11.5,11.5,46.24,46.0,43881722390.0,949000000.0,7110,1726,0.0,0.0,0.0,0.0,46.0,0.0,False,0.0,2004-11-12,TWSE_STOCK_DAY_AVG
2004-11-12,46.23,46.93,46.23,46.51,10154000,473316370,0.51,897,0.0,1.0,1.011086956521739,125.43149946062557,5.590640017022289,0.12020296746984066,5.556983186130734,5.641125263359622,5.556983186130734,11.5575,11.7325,11.5575,11.6275,46.69,46.51,44122109476.0,945000000.0,7285,1890,0.0,0.0,0.0,0.0,46.51,0.0,False,0.0,2004-11-15,TWSE_STOCK_DAY_AVG
2004-11-15,46.97,47.05,46.6,46.6,10648000,499385260,0.09,568,0.0,1.0,1.0019350677273706,125.67421790722753,5.6014582840945755,0.12020296746984067,5.645933382058416,5.6555496194560035,5.6014582840945755,11.7425,11.7625,11.65,11.65,46.7,46.6,44036712158.0,943000000.0,7030,1821,0.0,0.0,0.0,0.0,46.6,0.0,False,0.0,2004-11-16,TWSE_STOCK_DAY_AVG
2004-11-16,46.6,46.95,46.6,46.78,10298000,481605410,0.18,493,0.0,1.0,1.003862660944206,126.15965480043141,5.623094818239147,0.12020296746984067,5.6014582840945755,5.64352932270902,5.6014582840945755,11.65,11.7375,11.65,11.695,46.83,46.78,44160042336.0,943000000.0,7152,1848,0.0,0.0,0.0,0.0,46.78,0.0,False,0.0,2004-11-17,TWSE_STOCK_DAY_AVG
2004-11-17,46.8,47.69,46.79,47.6,26781000,1268802790,0.82,1626,0.0,1.0,1.0175288584865327,128.371089536138,5.721661251564416,0.12020296746984066,5.625498877588543,5.732479518636701,5.624296847913844,11.7,11.9225,11.6975,11.9,47.8,47.6,44833022492.0,938000000.0,8131,800,0.0,0.0,0.0,0.0,47.6,0.0,False,0.0,2004-11-18,TWSE_STOCK_DAY_AVG
2004-11-18,47.7,47.96,47.6,47.6,17522000,837419440,0.0,1074,0.0,1.0,1.0,128.371089536138,5.721661251564416,0.12020296746984066,5.7336815483114,5.764934319853558,5.721661251564416,11.925,11.99,11.9,11.9,47.97,47.6,44614665107.0,930000000.0,8003,907,0.0,0.0,0.0,0.0,47.6,0.0,False,0.0,2004-11-19,TWSE_STOCK_DAY_AVG
2004-11-19,47.65,47.8,47.4,47.4,9392000,447219000,-0.2,663,0.0,1.0,0.995798319327731,127.83171521035588,5.697620658070447,0.12020296746984065,5.727671399937907,5.745701845058383,5.697620658070447,11.9125,11.95,11.85,11.85,47.72,47.4,44165364584.0,925500000.0,8067,885,0.0,0.0,0.0,0.0,47.4,0.0,False,0.0,2004-11-22,TWSE_STOCK_DAY_AVG
2004-11-22,46.8,46.96,45.75,45.75,8088000,374028660,-1.65,1608,0.0,1.0,0.9651898734177216,123.38187702265361,5.4992857617452096,0.12020296746984065,5.625498877588542,5.644731352383717,5.4992857617452096,11.7,11.74,11.4375,11.4375,45.85,45.75,41861024304.0,913000000.0,8312,822,0.0,0.0,0.0,0.0,45.75,0.0,False,0.0,2004-11-23,TWSE_STOCK_DAY_AVG
2004-11-23,45.8,45.98,45.3,45.8,4066000,185890530,0.05,760,0.0,1.0,1.0010928961748633,123.51672060409913,5.505295910118702,0.12020296746984065,5.505295910118702,5.526932444263273,5.445194426383781,11.45,11.495,11.325,11.45,45.94,45.8,41761945069.0,909000000.0,7993,821,0.0,0.0,0.0,0.0,45.8,0.0,False,0.0,2004-11-24,TWSE_STOCK_DAY_AVG
2004-11-24,45.88,46.35,45.88,46.35,5439000,250734210,0.55,624,0.0,1.0,1.0120087336244543,124.99999999999991,5.571407542227115,0.12020296746984067,5.5149121475162906,5.571407542227115,5.5149121475162906,11.47,11.5875,11.47,11.5875,46.44,46.35,41914885572.0,902500000.0,7831,867,0.0,0.0,0.0,0.0,46.35,0.0,False,0.0,2004-11-25,TWSE_STOCK_DAY_AVG
2004-11-25,46.35,46.35,45.9,46.03,1774000,81645530,-0.32,305,0.0,1.0,0.9930960086299893,124.13700107874857,5.532942592636766,0.12020296746984066,5.5714075422271145,5.5714075422271145,5.5173162068656865,11.5875,11.5875,11.475,11.5075,46.04,46.03,41502656151.0,901500000.0,7694,882,0.0,0.0,0.0,0.0,46.03,0.0,False,0.0,2004-11-26,TWSE_STOCK_DAY_AVG
2004-11-26,46.2,46.5,45.46,45.46,6247000,288101290,-0.57,815,0.0,1.0,0.9876167716706495,122.59978425026961,5.464426901178957,0.12020296746984066,5.5533770971066385,5.589437987347591,5.464426901178957,11.55,11.625,11.365,11.365,45.37,45.46,40746048457.0,898000000.0,7673,915,0.0,0.0,0.0,0.0,45.46,0.0,False,0.0,2004-11-29,TWSE_STOCK_DAY_AVG
2004-11-29,45.45,45.6,45.25,45.55,4770000,216662180,0.09,628,0.0,1.0,1.0019797624285085,122.84250269687153,5.475245168251242,0.12020296746984067,5.463224871504259,5.481255316624735,5.43918427801029,11.3625,11.4,11.3125,11.3875,45.46,45.55,40777557860.0,897000000.0,7841,953,0.0,0.0,0.0,0.0,45.55,0.0,False,0.0,2004-11-30,TWSE_STOCK_DAY_AVG
2004-11-30,45.32,45.7,44.88,45.5,12616000,571340980,-0.05,1212,0.0,1.0,0.9989023051591658,122.70765911542603,5.46923501987775,0.12020296746984067,5.447598485733179,5.493275613371719,5.3947091800464495,11.33,11.425,11.22,11.375,46.12,45.5,41368897491.0,897000000.0,8128,2012,0.0,0.0,0.0,0.0,45.5,0.0,False,0.0,2004-12-01,TWSE_STOCK_DAY_AVG
2004-12-01,45.41,45.95,45.21,45.63,11673000,531063520,0.13,896,0.0,1.0,1.002857142857143,123.0582524271844,5.4848614056488305,0.12020296746984067,5.458416752805465,5.523326355239179,5.434376159311497,11.3525,11.4875,11.3025,11.4075,45.6,45.63,40952659777.0,898000000.0,8025,2261,0.0,0.0,0.0,0.0,45.63,0.0,False,0.0,2004-12-02,TWSE_STOCK_DAY_AVG
2004-12-02,45.84,46.07,45.8,46.06,8488000,390043410,0.43,667,0.0,1.0,1.0094236248082402,124.2179072276159,5.536548681660862,0.12020296746984067,5.510104028817497,5.53775071133556,5.5052959101187025,11.46,11.5175,11.45,11.515,46.29,46.06,41567223683.0,898000000.0,8096,2275,0.0,0.0,0.0,0.0,46.06,0.0,False,0.0,2004-12-03,TWSE_STOCK_DAY_AVG
